Label,Class
Seq132,crystallizable
Seq133,crystallizable
Seq134,crystallizable
Seq135,crystallizable
Seq136,crystallizable
Seq137,crystallizable
Seq138,crystallizable
Seq139,crystallizable
Seq140,crystallizable
Seq141,crystallizable
Seq142,crystallizable
Seq143,crystallizable
Seq144,crystallizable
Seq145,crystallizable
Seq146,crystallizable
Seq147,crystallizable
Seq148,crystallizable
Seq149,crystallizable
Seq150,crystallizable
Seq151,crystallizable
Seq152,crystallizable
Seq153,crystallizable
Seq154,crystallizable
Seq155,crystallizable
Seq156,crystallizable
Seq157,crystallizable
Seq158,crystallizable
Seq159,crystallizable
Seq160,crystallizable
Seq161,crystallizable
Seq162,crystallizable
Seq163,crystallizable
Seq164,crystallizable
Seq165,crystallizable
Seq166,crystallizable
Seq167,crystallizable
Seq168,crystallizable
Seq169,crystallizable
Seq170,crystallizable
Seq171,crystallizable
Seq172,crystallizable
Seq173,crystallizable
Seq174,crystallizable
Seq175,crystallizable
Seq176,crystallizable
Seq177,crystallizable
Seq178,crystallizable
Seq179,crystallizable
Seq180,crystallizable
Seq181,crystallizable
Seq182,crystallizable
Seq183,crystallizable
Seq184,crystallizable
Seq185,crystallizable
Seq186,crystallizable
Seq187,crystallizable
Seq188,crystallizable
Seq189,crystallizable
Seq190,crystallizable
Seq191,crystallizable
Seq192,crystallizable
Seq193,crystallizable
Seq194,crystallizable
Seq195,crystallizable
Seq196,crystallizable
Seq197,crystallizable
Seq198,crystallizable
Seq199,crystallizable
Seq200,crystallizable
Seq201,crystallizable
Seq202,crystallizable
Seq203,crystallizable
Seq204,crystallizable
Seq205,crystallizable
Seq206,crystallizable
Seq207,crystallizable
Seq208,crystallizable
Seq209,crystallizable
Seq210,crystallizable
Seq211,crystallizable
Seq212,crystallizable
Seq213,crystallizable
Seq214,crystallizable
Seq215,crystallizable
Seq216,crystallizable
Seq217,crystallizable
Seq218,crystallizable
Seq219,crystallizable
Seq220,crystallizable
Seq221,crystallizable
Seq222,crystallizable
Seq223,crystallizable
Seq224,crystallizable
Seq225,crystallizable
Seq226,crystallizable
Seq227,crystallizable
Seq228,crystallizable
Seq229,crystallizable
Seq230,crystallizable
Seq231,crystallizable
Seq232,crystallizable
Seq233,crystallizable
Seq234,crystallizable
Seq235,crystallizable
Seq236,crystallizable
Seq237,crystallizable
Seq238,crystallizable
Seq239,crystallizable
Seq240,crystallizable
Seq241,crystallizable
Seq242,crystallizable
Seq243,crystallizable
Seq244,crystallizable
Seq245,crystallizable
Seq246,crystallizable
Seq247,crystallizable
Seq248,crystallizable
Seq249,crystallizable
Seq250,crystallizable
Seq251,crystallizable
Seq252,crystallizable
Seq253,crystallizable
Seq254,crystallizable
Seq255,crystallizable
Seq256,crystallizable
Seq257,crystallizable
Seq258,crystallizable
Seq259,crystallizable
Seq260,crystallizable
Seq261,crystallizable
Seq262,crystallizable
Seq263,crystallizable
Seq264,crystallizable
Seq265,crystallizable
Seq266,crystallizable
Seq267,crystallizable
Seq268,crystallizable
Seq269,crystallizable
Seq270,crystallizable
Seq271,crystallizable
Seq272,crystallizable
Seq273,crystallizable
Seq274,crystallizable
Seq275,crystallizable
Seq276,crystallizable
Seq277,crystallizable
Seq278,crystallizable
Seq279,crystallizable
Seq280,crystallizable
Seq281,crystallizable
Seq282,crystallizable
Seq283,crystallizable
Seq284,crystallizable
Seq285,crystallizable
Seq286,crystallizable
Seq287,crystallizable
Seq288,crystallizable
Seq289,crystallizable
Seq290,crystallizable
Seq291,crystallizable
Seq292,crystallizable
Seq293,crystallizable
Seq294,crystallizable
Seq295,crystallizable
Seq296,crystallizable
Seq297,crystallizable
Seq298,crystallizable
Seq299,crystallizable
Seq300,crystallizable
Seq301,crystallizable
Seq302,crystallizable
Seq303,crystallizable
Seq304,crystallizable
Seq305,crystallizable
Seq306,crystallizable
Seq307,crystallizable
Seq308,crystallizable
Seq309,crystallizable
Seq310,crystallizable
Seq311,crystallizable
Seq312,crystallizable
Seq313,crystallizable
Seq314,crystallizable
Seq315,crystallizable
Seq316,crystallizable
Seq317,crystallizable
Seq318,crystallizable
Seq319,crystallizable
Seq320,crystallizable
Seq321,crystallizable
Seq322,crystallizable
Seq323,crystallizable
Seq324,crystallizable
Seq325,crystallizable
Seq326,crystallizable
Seq327,crystallizable
Seq328,crystallizable
Seq329,crystallizable
Seq330,crystallizable
Seq331,crystallizable
Seq332,crystallizable
Seq333,crystallizable
Seq334,crystallizable
Seq335,crystallizable
Seq336,crystallizable
Seq337,crystallizable
Seq338,crystallizable
Seq339,crystallizable
Seq340,crystallizable
Seq341,crystallizable
Seq342,crystallizable
Seq343,crystallizable
Seq344,crystallizable
Seq345,crystallizable
Seq346,crystallizable
Seq347,crystallizable
Seq348,crystallizable
Seq349,crystallizable
Seq350,crystallizable
Seq351,crystallizable
Seq352,crystallizable
Seq353,crystallizable
Seq354,crystallizable
Seq355,crystallizable
Seq356,crystallizable
Seq357,crystallizable
Seq358,crystallizable
Seq359,crystallizable
Seq360,crystallizable
Seq361,crystallizable
Seq362,crystallizable
Seq363,crystallizable
Seq364,crystallizable
Seq365,crystallizable
Seq366,crystallizable
Seq367,crystallizable
Seq368,crystallizable
Seq369,crystallizable
Seq370,crystallizable
Seq371,crystallizable
Seq372,crystallizable
Seq373,crystallizable
Seq374,crystallizable
Seq375,non-crystallizable
Seq376,non-crystallizable
Seq377,non-crystallizable
Seq378,non-crystallizable
Seq379,non-crystallizable
Seq380,non-crystallizable
Seq381,non-crystallizable
Seq382,non-crystallizable
Seq383,non-crystallizable
Seq384,non-crystallizable
Seq385,non-crystallizable
Seq386,non-crystallizable
Seq387,non-crystallizable
Seq388,non-crystallizable
Seq389,non-crystallizable
Seq390,non-crystallizable
Seq391,non-crystallizable
Seq392,non-crystallizable
Seq393,non-crystallizable
Seq394,non-crystallizable
Seq395,non-crystallizable
Seq396,non-crystallizable
Seq397,non-crystallizable
Seq398,non-crystallizable
Seq399,non-crystallizable
Seq400,non-crystallizable
Seq401,non-crystallizable
Seq402,non-crystallizable
Seq403,non-crystallizable
Seq404,non-crystallizable
Seq405,non-crystallizable
Seq406,non-crystallizable
Seq407,non-crystallizable
Seq408,non-crystallizable
Seq409,non-crystallizable
Seq410,non-crystallizable
Seq411,non-crystallizable
Seq412,non-crystallizable
Seq413,non-crystallizable
Seq414,non-crystallizable
Seq415,non-crystallizable
Seq416,non-crystallizable
Seq417,non-crystallizable
Seq418,non-crystallizable
Seq419,non-crystallizable
Seq420,non-crystallizable
Seq421,non-crystallizable
Seq422,non-crystallizable
Seq423,non-crystallizable
Seq424,non-crystallizable
Seq425,non-crystallizable
Seq426,non-crystallizable
Seq427,non-crystallizable
Seq428,non-crystallizable
Seq429,non-crystallizable
Seq430,non-crystallizable
Seq431,non-crystallizable
Seq432,non-crystallizable
Seq433,non-crystallizable
Seq434,non-crystallizable
Seq435,non-crystallizable
Seq436,non-crystallizable
Seq437,non-crystallizable
Seq438,non-crystallizable
Seq439,non-crystallizable
Seq440,non-crystallizable
Seq441,non-crystallizable
Seq442,non-crystallizable
Seq443,non-crystallizable
Seq444,non-crystallizable
Seq445,non-crystallizable
Seq446,non-crystallizable
Seq447,non-crystallizable
Seq448,non-crystallizable
Seq449,non-crystallizable
Seq450,non-crystallizable
Seq451,non-crystallizable
Seq452,non-crystallizable
Seq453,non-crystallizable
Seq454,non-crystallizable
Seq455,non-crystallizable
Seq456,non-crystallizable
Seq457,non-crystallizable
Seq458,non-crystallizable
Seq459,non-crystallizable
Seq460,non-crystallizable
Seq461,non-crystallizable
Seq462,non-crystallizable
Seq463,non-crystallizable
Seq464,non-crystallizable
Seq465,non-crystallizable
Seq466,non-crystallizable
Seq467,non-crystallizable
Seq468,non-crystallizable
Seq469,non-crystallizable
Seq470,non-crystallizable
Seq471,non-crystallizable
Seq472,non-crystallizable
Seq473,non-crystallizable
Seq474,non-crystallizable
Seq475,non-crystallizable
Seq476,non-crystallizable
Seq477,non-crystallizable
Seq478,non-crystallizable
Seq479,non-crystallizable
Seq480,non-crystallizable
Seq481,non-crystallizable
Seq482,non-crystallizable
Seq483,non-crystallizable
Seq484,non-crystallizable
Seq485,non-crystallizable
Seq486,non-crystallizable
Seq487,non-crystallizable
Seq488,non-crystallizable
Seq489,non-crystallizable
Seq490,non-crystallizable
Seq491,non-crystallizable
Seq492,non-crystallizable
Seq493,non-crystallizable
Seq494,non-crystallizable
Seq495,non-crystallizable
Seq496,non-crystallizable
Seq497,non-crystallizable
Seq498,non-crystallizable
Seq499,non-crystallizable
Seq500,non-crystallizable
Seq501,non-crystallizable
Seq502,non-crystallizable
Seq503,non-crystallizable
Seq504,non-crystallizable
Seq505,non-crystallizable
Seq506,non-crystallizable
Seq507,non-crystallizable
Seq508,non-crystallizable
Seq509,non-crystallizable
Seq510,non-crystallizable
Seq511,non-crystallizable
Seq512,non-crystallizable
Seq513,non-crystallizable
Seq514,non-crystallizable
Seq515,non-crystallizable
Seq516,non-crystallizable
Seq517,non-crystallizable
Seq518,non-crystallizable
Seq519,non-crystallizable
Seq520,non-crystallizable
Seq521,non-crystallizable
Seq522,non-crystallizable
Seq523,non-crystallizable
Seq524,non-crystallizable
Seq525,non-crystallizable
Seq526,non-crystallizable
Seq527,non-crystallizable
Seq528,non-crystallizable
Seq529,non-crystallizable
Seq530,non-crystallizable
Seq531,non-crystallizable
Seq532,non-crystallizable
Seq533,non-crystallizable
Seq534,non-crystallizable
Seq535,non-crystallizable
Seq536,non-crystallizable
Seq537,non-crystallizable
Seq538,non-crystallizable
Seq539,non-crystallizable
Seq540,non-crystallizable
Seq541,non-crystallizable
Seq542,non-crystallizable
Seq543,non-crystallizable
Seq544,non-crystallizable
Seq545,non-crystallizable
Seq546,non-crystallizable
Seq547,non-crystallizable
Seq548,non-crystallizable
Seq549,non-crystallizable
Seq550,non-crystallizable
Seq551,non-crystallizable
Seq552,non-crystallizable
Seq553,non-crystallizable
Seq554,non-crystallizable
Seq555,non-crystallizable
Seq556,non-crystallizable
Seq557,non-crystallizable
Seq558,non-crystallizable
Seq559,non-crystallizable
Seq560,non-crystallizable
Seq561,non-crystallizable
Seq562,non-crystallizable
Seq563,non-crystallizable
Seq564,non-crystallizable
Seq565,non-crystallizable
Seq566,non-crystallizable
Seq567,non-crystallizable
Seq568,non-crystallizable
Seq569,non-crystallizable
Seq570,non-crystallizable
Seq571,non-crystallizable
Seq572,non-crystallizable
Seq573,non-crystallizable
Seq574,non-crystallizable
Seq575,non-crystallizable
Seq576,non-crystallizable
Seq577,non-crystallizable
Seq578,non-crystallizable
Seq579,non-crystallizable
Seq580,non-crystallizable
Seq581,non-crystallizable
Seq582,non-crystallizable
Seq583,non-crystallizable
Seq584,non-crystallizable
Seq585,non-crystallizable
Seq586,non-crystallizable
Seq587,non-crystallizable
Seq588,non-crystallizable
Seq589,non-crystallizable
Seq590,non-crystallizable
Seq591,non-crystallizable
Seq592,non-crystallizable
Seq593,non-crystallizable
Seq594,non-crystallizable
Seq595,non-crystallizable
Seq596,non-crystallizable
Seq597,non-crystallizable
Seq598,non-crystallizable
Seq599,non-crystallizable
Seq600,non-crystallizable
Seq601,non-crystallizable
Seq602,non-crystallizable
Seq603,non-crystallizable
Seq604,non-crystallizable
Seq605,non-crystallizable
Seq606,non-crystallizable
Seq607,non-crystallizable
Seq608,non-crystallizable
Seq609,non-crystallizable
Seq610,non-crystallizable
Seq611,non-crystallizable
Seq612,non-crystallizable
Seq613,non-crystallizable
Seq614,non-crystallizable
Seq615,non-crystallizable
Seq616,non-crystallizable
Seq617,non-crystallizable
Seq618,non-crystallizable
Seq619,non-crystallizable
Seq620,non-crystallizable
Seq621,non-crystallizable
Seq622,non-crystallizable
Seq623,non-crystallizable
Seq624,non-crystallizable
Seq625,non-crystallizable
Seq626,non-crystallizable
Seq627,non-crystallizable
Seq628,non-crystallizable
Seq629,non-crystallizable
Seq630,non-crystallizable
Seq631,non-crystallizable
Seq632,non-crystallizable
Seq633,non-crystallizable
Seq634,non-crystallizable
Seq635,non-crystallizable
Seq636,non-crystallizable
Seq637,non-crystallizable
Seq638,non-crystallizable
Seq639,non-crystallizable
Seq640,non-crystallizable
Seq641,non-crystallizable
Seq642,non-crystallizable
Seq643,non-crystallizable
Seq644,non-crystallizable
Seq645,non-crystallizable
Seq646,non-crystallizable
Seq647,non-crystallizable
Seq648,non-crystallizable
Seq649,non-crystallizable
Seq650,non-crystallizable
Seq651,non-crystallizable
Seq652,non-crystallizable
Seq653,non-crystallizable
Seq654,non-crystallizable
Seq655,non-crystallizable
Seq656,non-crystallizable
Seq657,non-crystallizable
Seq658,non-crystallizable
Seq659,non-crystallizable
Seq660,non-crystallizable
Seq661,non-crystallizable
Seq662,non-crystallizable
Seq663,non-crystallizable
Seq664,non-crystallizable
Seq665,non-crystallizable
Seq666,non-crystallizable
Seq667,non-crystallizable
Seq668,non-crystallizable
Seq669,non-crystallizable
Seq670,non-crystallizable
Seq671,non-crystallizable
Seq672,non-crystallizable
Seq673,non-crystallizable
Seq674,non-crystallizable
Seq675,non-crystallizable
Seq676,non-crystallizable
Seq677,non-crystallizable
Seq678,non-crystallizable
Seq679,non-crystallizable
Seq680,non-crystallizable
Seq681,non-crystallizable
Seq682,non-crystallizable
Seq683,non-crystallizable
Seq684,non-crystallizable
Seq685,non-crystallizable
Seq686,non-crystallizable
Seq687,non-crystallizable
Seq688,non-crystallizable
Seq689,non-crystallizable
Seq690,non-crystallizable
Seq691,non-crystallizable
Seq692,non-crystallizable
Seq693,non-crystallizable
Seq694,non-crystallizable
Seq695,non-crystallizable
Seq696,non-crystallizable
Seq697,non-crystallizable
Seq698,non-crystallizable
Seq699,non-crystallizable
Seq700,non-crystallizable
Seq701,non-crystallizable
Seq702,non-crystallizable
Seq703,non-crystallizable
Seq704,non-crystallizable
Seq705,non-crystallizable
Seq706,non-crystallizable
Seq707,non-crystallizable
Seq708,non-crystallizable
Seq709,non-crystallizable
Seq710,non-crystallizable
Seq711,non-crystallizable
Seq712,non-crystallizable
Seq713,non-crystallizable
Seq714,non-crystallizable
Seq715,non-crystallizable
Seq716,non-crystallizable
Seq717,non-crystallizable
Seq718,non-crystallizable
Seq719,non-crystallizable
Seq720,non-crystallizable
Seq721,non-crystallizable
Seq722,non-crystallizable
Seq723,non-crystallizable
Seq724,non-crystallizable
Seq725,non-crystallizable
Seq726,non-crystallizable
Seq727,non-crystallizable
Seq728,non-crystallizable
Seq729,non-crystallizable
Seq730,non-crystallizable
Seq731,non-crystallizable
Seq732,non-crystallizable
Seq733,non-crystallizable
Seq734,non-crystallizable
Seq735,non-crystallizable
Seq736,non-crystallizable
Seq737,non-crystallizable
Seq738,non-crystallizable
Seq739,non-crystallizable
Seq740,non-crystallizable
Seq741,non-crystallizable
Seq742,non-crystallizable
Seq743,non-crystallizable
Seq744,non-crystallizable
Seq745,non-crystallizable
Seq746,non-crystallizable
Seq747,non-crystallizable
Seq748,non-crystallizable
Seq749,non-crystallizable
Seq750,non-crystallizable
Seq751,non-crystallizable
Seq752,non-crystallizable
Seq753,non-crystallizable
Seq754,non-crystallizable
Seq755,non-crystallizable
Seq756,non-crystallizable
Seq757,non-crystallizable
Seq758,non-crystallizable
Seq759,non-crystallizable
Seq760,non-crystallizable
Seq761,non-crystallizable
Seq762,non-crystallizable
Seq763,non-crystallizable
Seq764,non-crystallizable
Seq765,non-crystallizable
Seq766,non-crystallizable
Seq767,non-crystallizable
Seq768,non-crystallizable
Seq769,non-crystallizable
Seq770,non-crystallizable
Seq771,non-crystallizable
Seq772,non-crystallizable
Seq773,non-crystallizable
Seq774,non-crystallizable
Seq775,non-crystallizable
Seq776,non-crystallizable
Seq777,non-crystallizable
Seq778,non-crystallizable
Seq779,non-crystallizable
Seq780,non-crystallizable
Seq781,non-crystallizable
Seq782,non-crystallizable
Seq783,non-crystallizable
Seq784,non-crystallizable
Seq785,non-crystallizable
Seq786,non-crystallizable
Seq787,non-crystallizable
Seq788,non-crystallizable
Seq789,non-crystallizable
Seq790,non-crystallizable
Seq791,non-crystallizable
Seq792,non-crystallizable
Seq793,non-crystallizable
Seq794,non-crystallizable
Seq795,non-crystallizable
Seq796,non-crystallizable
Seq797,non-crystallizable
Seq798,non-crystallizable
Seq799,non-crystallizable
Seq800,non-crystallizable
Seq801,non-crystallizable
Seq802,non-crystallizable
Seq803,non-crystallizable
Seq804,non-crystallizable
Seq805,non-crystallizable
Seq806,non-crystallizable
Seq807,non-crystallizable
Seq808,non-crystallizable
Seq809,non-crystallizable
Seq810,non-crystallizable
Seq811,non-crystallizable
Seq812,non-crystallizable
Seq813,non-crystallizable
Seq814,non-crystallizable
Seq815,non-crystallizable
Seq816,non-crystallizable
Seq817,non-crystallizable
Seq818,non-crystallizable
Seq819,non-crystallizable
Seq820,non-crystallizable
Seq821,non-crystallizable
Seq822,non-crystallizable
Seq823,non-crystallizable
Seq824,non-crystallizable
Seq825,non-crystallizable
Seq826,non-crystallizable
Seq827,non-crystallizable
Seq828,non-crystallizable
Seq829,non-crystallizable
Seq830,non-crystallizable
Seq831,non-crystallizable
Seq832,non-crystallizable
Seq833,non-crystallizable
Seq834,non-crystallizable
Seq835,non-crystallizable
Seq836,non-crystallizable
Seq837,non-crystallizable
Seq838,non-crystallizable
Seq839,non-crystallizable
Seq840,non-crystallizable
Seq841,non-crystallizable
Seq842,non-crystallizable
Seq843,non-crystallizable
Seq844,non-crystallizable
Seq845,non-crystallizable
Seq846,non-crystallizable
Seq847,non-crystallizable
Seq848,non-crystallizable
Seq849,non-crystallizable
Seq850,non-crystallizable
Seq851,non-crystallizable
Seq852,non-crystallizable
Seq853,non-crystallizable
Seq854,non-crystallizable
Seq855,non-crystallizable
Seq856,non-crystallizable
Seq857,non-crystallizable
Seq858,non-crystallizable
Seq859,non-crystallizable
Seq860,non-crystallizable
Seq861,non-crystallizable
Seq862,non-crystallizable
Seq863,non-crystallizable
Seq864,non-crystallizable
Seq865,non-crystallizable
Seq866,non-crystallizable
Seq867,non-crystallizable
Seq868,non-crystallizable
Seq869,non-crystallizable
Seq870,non-crystallizable
Seq871,non-crystallizable
Seq872,non-crystallizable
Seq873,non-crystallizable
Seq874,non-crystallizable
Seq875,non-crystallizable
Seq876,non-crystallizable
Seq877,non-crystallizable
Seq878,non-crystallizable
Seq879,non-crystallizable
Seq880,non-crystallizable
Seq881,non-crystallizable
Seq882,non-crystallizable
Seq883,non-crystallizable
Seq884,non-crystallizable
Seq885,non-crystallizable
Seq886,non-crystallizable
Seq887,non-crystallizable
Seq888,non-crystallizable
Seq889,non-crystallizable
Seq890,non-crystallizable
Seq891,non-crystallizable
Seq892,non-crystallizable
Seq893,non-crystallizable
Seq894,non-crystallizable
Seq895,non-crystallizable
Seq896,non-crystallizable
Seq897,non-crystallizable
Seq898,non-crystallizable
Seq899,non-crystallizable
Seq900,non-crystallizable
Seq901,non-crystallizable
Seq902,non-crystallizable
Seq903,non-crystallizable
Seq904,non-crystallizable
Seq905,non-crystallizable
Seq906,non-crystallizable
Seq907,non-crystallizable
Seq908,non-crystallizable
Seq909,non-crystallizable
Seq910,non-crystallizable
Seq911,non-crystallizable
Seq912,non-crystallizable
Seq913,non-crystallizable
Seq914,non-crystallizable
Seq915,non-crystallizable
Seq916,non-crystallizable
Seq917,non-crystallizable
Seq918,non-crystallizable
Seq919,non-crystallizable
Seq920,non-crystallizable
Seq921,non-crystallizable
Seq922,non-crystallizable
Seq923,non-crystallizable
Seq924,non-crystallizable
Seq925,non-crystallizable
Seq926,non-crystallizable
Seq927,non-crystallizable
Seq928,non-crystallizable
Seq929,non-crystallizable
Seq930,non-crystallizable
Seq931,non-crystallizable
Seq932,non-crystallizable
Seq933,non-crystallizable
Seq934,non-crystallizable
Seq935,non-crystallizable
Seq936,non-crystallizable
Seq937,non-crystallizable
Seq938,non-crystallizable
Seq939,non-crystallizable
Seq940,non-crystallizable
Seq941,non-crystallizable
Seq942,non-crystallizable
Seq943,non-crystallizable
Seq944,non-crystallizable
Seq945,non-crystallizable
Seq946,non-crystallizable
Seq947,non-crystallizable
Seq948,non-crystallizable
Seq949,non-crystallizable
Seq950,non-crystallizable
Seq951,non-crystallizable
Seq952,non-crystallizable
Seq953,non-crystallizable
Seq954,non-crystallizable
Seq955,non-crystallizable
Seq956,non-crystallizable
Seq957,non-crystallizable
Seq958,non-crystallizable
Seq959,non-crystallizable
Seq960,non-crystallizable
Seq961,non-crystallizable
Seq962,non-crystallizable
Seq963,non-crystallizable
Seq964,non-crystallizable
Seq965,non-crystallizable
Seq966,non-crystallizable
Seq967,non-crystallizable
Seq968,non-crystallizable
Seq969,non-crystallizable
Seq970,non-crystallizable
Seq971,non-crystallizable
Seq972,non-crystallizable
Seq973,non-crystallizable
Seq974,non-crystallizable
Seq975,non-crystallizable
Seq976,non-crystallizable
Seq977,non-crystallizable
Seq978,non-crystallizable
Seq979,non-crystallizable
Seq980,non-crystallizable
Seq981,non-crystallizable
Seq982,non-crystallizable
Seq983,non-crystallizable
Seq984,non-crystallizable
Seq985,non-crystallizable
Seq986,non-crystallizable
Seq987,non-crystallizable
Seq988,non-crystallizable
Seq989,non-crystallizable
Seq990,non-crystallizable
Seq991,non-crystallizable
Seq992,non-crystallizable
Seq993,non-crystallizable
Seq994,non-crystallizable
Seq995,non-crystallizable
Seq996,non-crystallizable
Seq997,non-crystallizable
Seq998,non-crystallizable
Seq999,non-crystallizable
Seq1000,non-crystallizable
Seq1001,non-crystallizable
Seq1002,non-crystallizable
Seq1003,non-crystallizable
Seq1004,non-crystallizable
Seq1005,non-crystallizable
Seq1006,non-crystallizable
Seq1007,non-crystallizable
Seq1008,non-crystallizable
Seq1009,non-crystallizable
Seq1010,non-crystallizable
Seq1011,non-crystallizable
Seq1012,non-crystallizable
