crystallizable,non-crystallizable,Label
-3.2080183,4.2080183,Train22668
-3.2055316,4.2055316,Train13735
0.41362685,0.58637315,Train378
-0.49366784,1.4936678,Train1961
-1.0293455,2.0293455,Train5371
-0.09486568,1.0948657,Train450
0.2203542,0.7796458,Train6746
-1.4536839,2.4536839,Train12951
0.50394785,0.49605218,Train3453
-3.5799456,4.5799456,Train12431
-1.7146704,2.7146704,Train20204
2.2172918,-1.2172918,Train3084
2.2770452,-1.2770451,Train4086
-3.7892013,4.7892013,Train13942
-0.75038993,1.7503899,Train7841
-0.9039812,1.9039812,Train13734
2.933879,-1.9338789,Train5319
0.18668157,0.81331843,Train16628
-1.5297027,2.5297027,Train16457
-0.2827791,1.2827791,Train16321
-4.2612233,5.2612233,Train22872
-2.9110706,3.9110706,Train14173
-1.4205515,2.4205515,Train10357
-0.9842303,1.9842303,Train11385
1.0416391,-0.041639034,Train23603
-0.20376027,1.2037603,Train6991
1.1564361,-0.15643607,Train5572
0.47633475,0.52366525,Train16298
-0.92337584,1.9233758,Train16226
-0.6223985,1.6223985,Train2109
0.564119,0.435881,Train105
-4.659691,5.659691,Train24596
-1.1899378,2.1899378,Train23580
0.69399583,0.30600414,Train85
-0.48542857,1.4854286,Train6669
2.7691405,-1.7691405,Train392
-1.5558174,2.5558174,Train15256
-2.8207736,3.8207736,Train21304
0.59306824,0.40693173,Train4895
-3.9980936,4.9980936,Train11906
-0.8735454,1.8735454,Train14804
-0.08881283,1.0888128,Train21344
-2.0087116,3.0087116,Train11904
-1.0676069,2.067607,Train7085
-0.9837867,1.9837867,Train25476
-3.3879495,4.3879495,Train11882
1.5921221,-0.59212214,Train11041
0.66706216,0.33293787,Train4015
-3.6974273,4.6974273,Train12270
1.9444413,-0.9444414,Train925
-0.48936903,1.489369,Train24161
-0.07560992,1.0756099,Train3692
-3.3811178,4.381118,Train16727
0.06129414,0.93870586,Train676
0.104960084,0.8950399,Train3959
-3.6183157,4.6183157,Train13250
-4.2720037,5.2720037,Train12966
-3.2484465,4.2484465,Train19398
1.0749878,-0.07498777,Train1906
-1.2043188,2.2043188,Train16480
1.3664403,-0.3664403,Train25735
-1.0106246,2.0106246,Train16638
-0.26329803,1.263298,Train24516
0.6487424,0.35125762,Train15673
-1.3969076,2.3969076,Train4752
-3.7794952,4.7794952,Train12441
0.48253053,0.51746947,Train1721
-4.1771884,5.1771884,Train11718
-0.50601006,1.50601,Train8769
-1.9040425,2.9040425,Train7895
-3.0101213,4.0101213,Train11735
-1.4962482,2.4962482,Train17083
-1.5034876,2.5034876,Train7387
0.6027709,0.39722908,Train4930
0.64694977,0.35305026,Train3433
-2.101973,3.101973,Train12822
-0.25453043,1.2545304,Train7911
-0.43821096,1.438211,Train23364
3.5555189,-2.5555189,Train3061
1.6205318,-0.62053174,Train9715
-0.2108128,1.2108128,Train19604
-2.6338232,3.6338232,Train12028
0.30666625,0.69333375,Train338
-0.4426639,1.4426639,Train3062
-0.16169095,1.161691,Train2357
-2.1495252,3.1495252,Train13481
-4.5191407,5.5191407,Train22365
-4.170665,5.170665,Train12089
-4.3724256,5.3724256,Train21983
-2.7076552,3.7076552,Train8451
-3.2268438,4.226844,Train13740
-1.2878113,2.2878113,Train505
-0.071175575,1.0711756,Train1684
-3.3956532,4.3956532,Train25318
-0.29080904,1.290809,Train16855
0.046778917,0.9532211,Train4248
-0.3163755,1.3163755,Train6288
0.3215056,0.6784944,Train3547
-0.8771665,1.8771665,Train25561
1.2504244,-0.2504244,Train16181
-0.51226354,1.5122635,Train25219
-1.290858,2.290858,Train20281
0.5457088,0.45429122,Train18387
-2.7417755,3.7417755,Train2799
-1.1622903,2.1622903,Train14640
0.9949561,0.0050439015,Train4616
-3.462431,4.462431,Train12442
1.3619256,-0.36192563,Train23708
-0.30939412,1.3093941,Train2146
1.1197665,-0.11976652,Train18512
0.90277386,0.09722616,Train19860
1.7636617,-0.76366174,Train23130
-1.8572972,2.8572972,Train19057
-3.6259007,4.6259007,Train21862
-1.5001688,2.5001688,Train15941
-1.1724417,2.1724417,Train6737
1.5988811,-0.5988811,Train3902
1.7570046,-0.7570046,Train2773
-0.36328566,1.3632857,Train11097
-3.0737033,4.0737033,Train13710
-4.6704035,5.6704035,Train11590
-0.1269741,1.1269741,Train16686
1.0671542,-0.06715411,Train3973
0.7241557,0.27584428,Train886
0.18049967,0.8195003,Train20186
0.6130278,0.3869722,Train15096
-1.3675594,2.3675594,Train2159
0.16007304,0.83992696,Train390
1.0601027,-0.060102645,Train14695
-0.5137843,1.5137843,Train23178
-0.074134946,1.074135,Train8252
0.92667335,0.07332666,Train1493
-0.04269564,1.0426956,Train5674
-0.9969988,1.9969988,Train7742
-4.409748,5.409748,Train21845
2.172296,-1.1722959,Train2986
1.2419919,-0.2419919,Train6676
-1.6713927,2.6713927,Train24673
1.5116985,-0.51169854,Train2654
1.1198027,-0.11980273,Train15662
-0.9958528,1.9958528,Train14567
0.6137041,0.38629588,Train375
0.13485712,0.8651429,Train9839
-1.5279741,2.5279741,Train22171
0.956704,0.04329599,Train456
-2.2006075,3.2006075,Train5247
0.36213344,0.63786656,Train3338
1.7903019,-0.7903019,Train4112
-3.1224103,4.1224103,Train7755
-3.2612624,4.2612624,Train20414
2.475491,-1.475491,Train1265
-4.045905,5.045905,Train13984
-0.038746238,1.0387462,Train694
-3.0358095,4.0358095,Train12894
0.70119107,0.2988089,Train11191
0.6944956,0.30550438,Train8679
-3.7082949,4.708295,Train16730
-4.0877476,5.0877476,Train11861
-1.3260751,2.326075,Train17022
0.54870385,0.45129615,Train473
-0.015485525,1.0154855,Train16644
2.8193967,-1.8193967,Train476
2.151675,-1.151675,Train2533
0.088018775,0.9119812,Train10582
0.34468818,0.6553118,Train25776
0.5925671,0.4074329,Train6801
-0.6893991,1.6893991,Train3228
-2.9759588,3.9759588,Train25470
-3.7731462,4.773146,Train4920
1.081116,-0.08111593,Train7672
-0.7840848,1.7840848,Train7607
-1.3275158,2.3275158,Train4346
-0.63586545,1.6358654,Train1088
-1.445503,2.445503,Train17485
2.451923,-1.4519228,Train332
-2.967479,3.967479,Train7416
0.23120767,0.76879233,Train18344
-1.5616877,2.5616877,Train25276
-3.95999,4.95999,Train11711
0.5882265,0.4117735,Train360
-2.9739003,3.9739003,Train8037
0.68004537,0.31995466,Train1319
0.45294785,0.54705215,Train3506
0.28265095,0.71734905,Train23971
-2.7503707,3.7503707,Train7327
0.3731805,0.6268195,Train7425
-2.5549924,3.5549924,Train17397
-0.27929246,1.2792925,Train23886
0.7429081,0.2570919,Train16534
-2.7909298,3.7909298,Train23647
0.5467192,0.45328078,Train7676
-2.0348995,3.0348995,Train5495
-2.269571,3.269571,Train7573
-1.4326756,2.4326756,Train24347
-2.102375,3.102375,Train21849
-3.982397,4.982397,Train25015
-1.9730589,2.973059,Train17606
0.19030201,0.809698,Train9624
-1.6738284,2.6738284,Train7855
1.456647,-0.45664707,Train25195
-0.19338953,1.1933895,Train25315
-1.2506113,2.2506113,Train4711
-4.2458663,5.2458663,Train11971
0.47832417,0.5216758,Train5292
0.33026153,0.6697385,Train2240
-1.8301821,2.830182,Train21377
-0.734974,1.734974,Train20783
-3.5794878,4.579488,Train13037
1.6383984,-0.63839847,Train6802
0.062604904,0.9373951,Train10643
-0.62780356,1.6278036,Train15572
-2.5190005,3.5190005,Train22941
0.09875947,0.9012405,Train14592
-3.9238644,4.9238644,Train24644
2.247161,-1.2471609,Train9438
-3.4661188,4.466119,Train8841
2.0775485,-1.0775486,Train15921
1.003929,-0.00392906,Train11171
-0.8208523,1.8208523,Train1044
-0.6463568,1.6463568,Train23325
1.6151359,-0.6151359,Train2515
0.9999744,2.5559217e-05,Train18459
-1.8313317,2.8313317,Train20049
-2.548973,3.548973,Train24079
-1.5096717,2.5096717,Train5880
-1.5701694,2.5701694,Train7060
-4.1731067,5.1731067,Train19994
-0.02291739,1.0229174,Train20416
4.1850395,-3.1850393,Train603
-2.3143857,3.3143857,Train1964
0.42605406,0.57394594,Train10964
-0.68140364,1.6814036,Train7960
0.5594702,0.44052985,Train10832
-1.6045713,2.6045713,Train1748
-3.470316,4.470316,Train21853
-2.2898953,3.2898953,Train8532
-2.97002,3.97002,Train21012
0.9502524,0.049747586,Train10245
-1.1260707,2.1260707,Train25690
-1.5912411,2.5912411,Train23195
-2.718334,3.718334,Train4758
2.5201247,-1.5201247,Train3526
-2.9198349,3.9198349,Train14042
-1.5456121,2.545612,Train24430
-3.3833508,4.383351,Train21257
-1.8747315,2.8747315,Train7447
-0.9121698,1.9121698,Train20896
-2.812836,3.812836,Train14074
-2.5418541,3.5418541,Train12689
-0.10679209,1.1067921,Train3583
-0.3906021,1.3906021,Train17353
0.16387594,0.83612406,Train4115
0.71846545,0.28153458,Train10889
-2.75224,3.75224,Train12502
0.10129017,0.89870983,Train3934
-0.010221481,1.0102215,Train16108
0.14340454,0.85659546,Train4204
0.6443318,0.35566816,Train2295
0.5648306,0.4351694,Train1732
-1.9830728,2.9830728,Train23196
-4.4834137,5.4834137,Train21677
-3.3260517,4.3260517,Train11565
-4.399925,5.399925,Train11692
0.2696877,0.7303123,Train24064
-1.3347275,2.3347275,Train23706
-2.3580205,3.3580205,Train18659
-0.6964462,1.6964462,Train2145
-0.2811613,1.2811613,Train5831
1.7747049,-0.7747049,Train18440
0.6434922,0.35650778,Train23128
-1.4685247,2.4685247,Train23818
-2.2150896,3.2150896,Train25172
-3.7073407,4.7073407,Train18622
-2.218905,3.218905,Train9184
-1.661165,2.661165,Train18948
0.690446,0.30955398,Train13
1.6714551,-0.6714551,Train3555
-3.5577168,4.557717,Train10330
0.47376525,0.52623475,Train16391
1.8645911,-0.8645912,Train2485
-2.4010556,3.4010556,Train9048
-2.0498989,3.0498989,Train2439
-0.3399353,1.3399353,Train15207
0.8293474,0.17065263,Train14877
-4.8817234,5.8817234,Train13789
-1.1654518,2.1654518,Train14986
-3.329029,4.329029,Train11916
-4.068333,5.068333,Train22231
-3.1161737,4.1161737,Train12539
-1.6726375,2.6726375,Train25272
1.0446398,-0.044639807,Train4589
-1.0967681,2.0967681,Train24143
-1.1372211,2.137221,Train7252
-0.32004488,1.3200449,Train1631
-3.3743806,4.3743806,Train8046
1.5462494,-0.54624933,Train16286
-0.26375937,1.2637594,Train856
-0.28291106,1.2829111,Train23817
-3.6521277,4.6521277,Train11547
1.4822688,-0.4822688,Train2023
0.4994219,0.5005781,Train8531
-0.8603599,1.8603599,Train21137
-3.255217,4.255217,Train13245
-2.5266922,3.5266922,Train20799
0.74312794,0.25687203,Train1934
1.8960779,-0.89607793,Train2803
1.8360236,-0.8360236,Train1829
-0.017139316,1.0171393,Train17522
0.35639948,0.6436005,Train23628
-1.778317,2.778317,Train16807
-1.613812,2.613812,Train1955
0.59648556,0.40351444,Train2027
3.518394,-2.518394,Train920
-4.3613973,5.3613973,Train21819
-4.685382,5.685382,Train12532
-0.0834496,1.0834496,Train4180
-1.6456177,2.6456177,Train1568
-0.25777936,1.2577794,Train8938
-0.53978765,1.5397877,Train7248
0.960686,0.039313976,Train2693
1.7867289,-0.7867289,Train3026
-0.44540095,1.445401,Train3124
-1.1101058,2.1101058,Train16484
-2.3491285,3.3491285,Train7009
-2.9137657,3.9137657,Train22854
-0.16128433,1.1612843,Train1296
-0.022004128,1.0220041,Train15471
-1.4308405,2.4308405,Train17254
-4.144797,5.144797,Train15855
-1.2419465,2.2419465,Train7824
0.7745117,0.22548833,Train4444
-3.7861152,4.786115,Train12519
-3.291576,4.291576,Train14708
-1.4584398,2.4584398,Train115
-1.2172663,2.2172663,Train15755
0.3622436,0.6377564,Train16618
2.5604315,-1.5604314,Train1812
-3.5989366,4.5989366,Train23716
-0.78245234,1.7824523,Train3805
0.7517537,0.2482463,Train3630
-0.20285535,1.2028553,Train11217
0.43806398,0.561936,Train18724
0.01012969,0.9898703,Train4268
-3.3516312,4.351631,Train17005
-2.103017,3.103017,Train19274
-0.24854136,1.2485414,Train16741
-3.6045184,4.6045184,Train22831
-0.44410312,1.4441031,Train7584
-1.8112655,2.8112655,Train4668
-0.33870625,1.3387063,Train16133
0.14591318,0.8540868,Train3863
-0.8927474,1.8927474,Train24368
1.1170595,-0.11705943,Train16931
2.1283755,-1.1283756,Train3406
0.079508126,0.9204919,Train1918
1.3314961,-0.33149612,Train10075
1.3887669,-0.38876686,Train9
-0.8555417,1.8555417,Train15152
-2.0335302,3.0335302,Train20121
-0.10120344,1.1012034,Train6723
-3.1071777,4.1071777,Train23842
-2.1669607,3.1669607,Train13848
-0.3754723,1.3754723,Train6579
1.4442489,-0.44424894,Train2258
0.10715759,0.8928424,Train23710
-2.8456602,3.8456602,Train21011
-1.1636214,2.1636214,Train10191
-3.9778848,4.977885,Train13772
1.3266457,-0.3266457,Train25829
-3.2456446,4.2456446,Train22841
0.0073357224,0.9926643,Train20239
0.5755682,0.42443177,Train7956
-1.9513185,2.9513185,Train7991
3.049451,-2.049451,Train3569
-2.4306235,3.4306235,Train7135
-3.0022802,4.00228,Train13938
-3.6492229,4.649223,Train17467
0.7616923,0.23830768,Train9543
-0.2397263,1.2397263,Train1709
1.5774331,-0.5774331,Train24493
-2.6145718,3.6145718,Train4662
-2.4981778,3.4981778,Train7125
-0.54563415,1.5456342,Train7909
-3.3390894,4.3390894,Train7615
1.2964727,-0.29647264,Train3510
-1.2116354,2.2116354,Train7016
-2.0165193,3.0165193,Train10248
-3.2419677,4.2419677,Train12743
-2.5584993,3.5584993,Train18363
-1.4919307,2.4919307,Train23164
-1.1696067,2.1696067,Train25365
-2.514251,3.514251,Train25138
0.767747,0.232253,Train7916
-2.3978887,3.3978887,Train14156
-0.2718922,1.2718922,Train4987
-1.0868428,2.0868428,Train10997
-3.0909548,4.090955,Train7502
-2.2930381,3.2930381,Train4213
1.5962429,-0.5962429,Train2699
1.4495871,-0.44958717,Train2572
0.5161249,0.4838751,Train18914
2.5947988,-1.5947988,Train2631
2.5303044,-1.5303044,Train1334
-3.1411157,4.1411157,Train7883
-1.1449895,2.1449895,Train859
-0.48646176,1.4864618,Train9210
-1.1027589,2.102759,Train19347
-0.031277776,1.0312778,Train4724
-4.114739,5.114739,Train11465
-3.5490408,4.549041,Train17979
0.39377725,0.60622275,Train18423
2.3310356,-1.3310357,Train4660
0.84590256,0.15409747,Train4441
-0.7716806,1.7716806,Train15960
-4.1757097,5.1757097,Train14268
1.0788977,-0.07889769,Train3334
-3.6043859,4.604386,Train7182
-2.5202792,3.5202792,Train13682
-0.8756013,1.8756013,Train7990
-0.039768815,1.0397688,Train8038
-0.118846655,1.1188467,Train4430
0.8661676,0.1338324,Train1003
-3.0198064,4.0198064,Train24739
-0.99282265,1.9928226,Train2437
-2.6371596,3.6371596,Train22930
2.233346,-1.2333459,Train2091
0.36302465,0.63697535,Train20140
-3.129179,4.129179,Train19667
-0.7394316,1.7394316,Train17533
-1.1489007,2.1489007,Train15224
0.9045236,0.095476374,Train8850
-1.6148326,2.6148326,Train5921
0.8948599,0.10514011,Train93
1.8759717,-0.8759717,Train17506
2.848412,-1.848412,Train18575
0.283006,0.716994,Train14798
3.180472,-2.180472,Train2477
-1.5992918,2.5992918,Train22631
1.6738667,-0.67386675,Train19122
-1.4022348,2.4022348,Train15771
1.3736857,-0.37368575,Train11185
1.1205562,-0.120556235,Train2512
3.2512586,-2.2512586,Train2989
0.48723316,0.51276684,Train4576
0.61188126,0.38811874,Train8078
-0.2720647,1.2720647,Train16251
-2.224577,3.224577,Train23878
-2.6617758,3.6617758,Train19386
0.36277586,0.63722414,Train8317
-4.141456,5.141456,Train12710
0.2196877,0.7803123,Train10980
0.744118,0.25588205,Train9519
-0.80440223,1.8044022,Train15236
-0.69862497,1.698625,Train23749
0.62272394,0.37727603,Train753
-4.689524,5.689524,Train22301
-4.6998496,5.6998496,Train12096
-0.20490968,1.2049097,Train854
3.37737,-2.37737,Train469
-0.9186759,1.9186759,Train3600
-2.233256,3.233256,Train21748
-0.8529587,1.8529587,Train11347
-3.273509,4.273509,Train12760
-3.9895,4.9895,Train13977
1.185634,-0.18563405,Train5945
-2.623015,3.623015,Train12007
-2.628345,3.628345,Train13628
-0.61962247,1.6196225,Train12216
0.16151255,0.83848745,Train4741
0.9388573,0.061142713,Train4538
0.84444785,0.15555215,Train25509
-2.7484708,3.7484708,Train16222
-2.0791976,3.0791976,Train7117
-0.19727528,1.1972753,Train17512
-3.3961363,4.3961363,Train14983
0.084821105,0.9151789,Train3803
-3.8378205,4.8378205,Train8051
-1.5247965,2.5247965,Train7459
0.39723969,0.6027603,Train20745
-0.7346891,1.7346891,Train18373
1.1216164,-0.12161631,Train625
1.2810285,-0.28102845,Train3010
-0.46314812,1.4631481,Train4411
2.0949454,-1.0949453,Train1771
0.018245101,0.9817549,Train11151
-4.59345,5.59345,Train14098
-1.8692045,2.8692045,Train16008
-2.6655426,3.6655426,Train17573
-1.3694894,2.3694894,Train24153
-1.989183,2.989183,Train7955
-1.0354912,2.0354912,Train7246
-4.2231207,5.2231207,Train22889
-0.9966687,1.9966687,Train11094
-2.3311896,3.3311896,Train6994
0.6475619,0.3524381,Train2076
0.3647393,0.6352607,Train2044
-0.9932114,1.9932114,Train25296
-3.6320524,4.6320524,Train22406
0.84115595,0.15884404,Train8933
-2.03546,3.03546,Train5811
0.91251457,0.08748546,Train10067
3.7199438,-2.7199438,Train379
-0.9830812,1.9830812,Train16244
-1.432688,2.432688,Train4649
-3.0990324,4.0990324,Train11953
-0.21098542,1.2109854,Train438
-2.801484,3.801484,Train14626
-1.0224037,2.0224037,Train7617
-0.4680586,1.4680586,Train23173
-2.474454,3.474454,Train15187
-0.9921278,1.9921278,Train2066
0.31543142,0.6845686,Train9023
0.24982375,0.75017625,Train8134
1.5114081,-0.51140815,Train3409
0.5735847,0.42641535,Train8852
-0.015493035,1.015493,Train6761
-0.6883669,1.6883669,Train8853
1.1497759,-0.14977589,Train2658
-2.6423657,3.6423657,Train24984
-3.8388534,4.8388534,Train20157
-1.7157795,2.7157795,Train24428
-1.6931298,2.6931298,Train18917
-1.2878458,2.2878458,Train9872
-4.0237617,5.0237617,Train14304
-3.0664387,4.0664387,Train13862
1.9892809,-0.989281,Train4285
0.34616965,0.65383035,Train1357
1.533347,-0.533347,Train15335
-1.3482633,2.3482633,Train11584
-0.7740078,1.7740078,Train16738
-1.5744457,2.5744457,Train14899
-2.2877173,3.2877173,Train24114
-4.0082083,5.0082083,Train12594
2.8616247,-1.8616248,Train3194
1.4638062,-0.4638061,Train8126
-2.2737565,3.2737565,Train9040
1.5325651,-0.5325652,Train18023
-0.46291375,1.4629138,Train14711
-2.6528692,3.6528692,Train4715
-0.86895394,1.868954,Train24449
-4.638442,5.638442,Train11903
-0.30529618,1.3052962,Train8658
-3.5676079,4.567608,Train22804
-1.2496643,2.2496643,Train20547
3.3230846,-2.3230846,Train3182
-3.8545313,4.8545313,Train25136
-2.053387,3.053387,Train9666
-3.1024237,4.1024237,Train21640
-4.600055,5.600055,Train14227
-0.31613362,1.3161336,Train16416
-3.34906,4.34906,Train7362
0.64373314,0.35626686,Train2582
-1.2307837,2.2307837,Train17985
-1.3390007,2.3390007,Train14160
-1.9450054,2.9450054,Train25594
-1.4287305,2.4287305,Train2543
-1.4559796,2.4559796,Train4898
-2.833639,3.833639,Train14429
1.9185491,-0.91854906,Train3305
-1.7738492,2.7738492,Train13925
-0.6004907,1.6004907,Train4886
-3.5402017,4.5402017,Train7124
-1.0138731,2.013873,Train17800
-4.009552,5.009552,Train11859
2.8578105,-1.8578104,Train2833
0.084406376,0.9155936,Train23275
-0.26970565,1.2697057,Train8894
-3.0825567,4.0825567,Train7974
-4.079367,5.079367,Train13855
-0.82228243,1.8222824,Train9773
-2.1337163,3.1337163,Train18744
-3.0431476,4.0431476,Train7474
-1.1144323,2.1144323,Train4705
-3.2947073,4.2947073,Train13339
-2.8837965,3.8837965,Train23914
-4.996218,5.996218,Train12842
-0.88802874,1.8880287,Train5558
-3.4080863,4.4080863,Train21923
-0.67425084,1.6742508,Train16115
-1.6656318,2.6656318,Train16936
-0.54937744,1.5493774,Train23899
-0.769194,1.769194,Train16364
-2.19852,3.19852,Train3057
-3.2519455,4.2519455,Train24734
