crystallizable,non-crystallizable,Label
4.350007,-3.3500068,Train216
-4.0647154,5.0647154,Train3352
-5.0936403,6.0936403,Train13873
1.1771079,-0.1771079,Train3754
-1.2808921,2.2808921,Train5540
2.0514839,-1.0514839,Train5174
-2.3382857,3.3382857,Train18072
-2.2375758,3.2375758,Train5070
-4.3128023,5.3128023,Train21065
1.7524905,-0.7524905,Train4370
1.0389429,-0.038942963,Train16801
-3.4189038,4.418904,Train23305
-3.2966805,4.2966805,Train14973
-3.366969,4.366969,Train14703
1.7428931,-0.7428931,Train518
-4.456124,5.456124,Train6983
-3.2945547,4.2945547,Train11956
-2.7348373,3.7348373,Train16410
-1.7047043,2.7047043,Train3113
-1.7560549,2.7560549,Train21262
-4.9988265,5.9988265,Train24621
-3.9289818,4.928982,Train13150
-1.4594858,2.4594858,Train8231
2.8214414,-1.8214414,Train16305
-3.7211738,4.721174,Train19492
1.5904815,-0.5904815,Train3470
-4.3334537,5.3334537,Train21873
-4.5417094,5.5417094,Train7987
-1.2530797,2.2530797,Train17950
-5.3017344,6.3017344,Train14577
-5.450232,6.450232,Train18285
-3.7984962,4.7984962,Train11566
0.6599205,0.3400795,Train3604
-0.07444525,1.0744452,Train5874
-0.66964114,1.6696411,Train5394
0.91023695,0.089763075,Train638
2.8460412,-1.8460411,Train442
-2.271582,3.271582,Train25826
-4.3693657,5.3693657,Train22848
1.1417859,-0.14178585,Train2550
-2.4369483,3.4369483,Train4013
-2.3687675,3.3687675,Train20640
-3.7493281,4.749328,Train17199
-1.3779337,2.3779337,Train6021
1.9991173,-0.99911726,Train5508
-1.2963152,2.2963152,Train1669
-4.595005,5.595005,Train22895
2.9278173,-1.9278175,Train4451
-2.0982502,3.0982502,Train18323
-4.8862724,5.8862724,Train25720
-1.2386189,2.2386189,Train7234
0.24451494,0.75548506,Train6971
-5.6533146,6.6533146,Train8022
1.2074572,-0.20745715,Train510
-0.91405594,1.914056,Train9032
-2.2559464,3.2559464,Train25475
-2.2171452,3.2171452,Train14863
0.18266922,0.8173308,Train434
0.68443125,0.31556875,Train4131
-3.868466,4.868466,Train23480
-1.2716022,2.2716022,Train2467
0.065050006,0.93495,Train3851
-5.10821,6.10821,Train24802
-1.3659816,2.3659816,Train9238
-3.9421668,4.942167,Train8009
2.810048,-1.810048,Train205
2.2690485,-1.2690485,Train2692
-3.9557352,4.955735,Train11778
2.6457767,-1.6457767,Train9605
-0.22928143,1.2292814,Train14676
-1.9880855,2.9880855,Train16320
-5.724612,6.724612,Train13282
-1.0021584,2.0021584,Train15212
1.4168755,-0.41687545,Train8937
-0.31219077,1.3121908,Train23122
-3.4386601,4.43866,Train14281
0.4423892,0.5576108,Train7902
-6.0753007,7.0753007,Train6921
4.663842,-3.663842,Train1428
1.5346919,-0.53469193,Train9076
-2.2565837,3.2565837,Train9172
-0.9451091,1.9451091,Train5278
-0.7382771,1.7382771,Train23911
3.7846086,-2.7846086,Train3331
0.3096369,0.6903631,Train9343
-5.8018436,6.8018436,Train13649
1.1484761,-0.14847611,Train68
0.86503714,0.13496286,Train1538
0.81048566,0.18951435,Train3094
-0.92076564,1.9207656,Train18430
2.593813,-1.5938131,Train3656
-2.6280956,3.6280956,Train24286
-6.2883186,7.2883186,Train22131
-1.2982056,2.2982056,Train6078
-6.737701,7.737701,Train8061
-2.233844,3.233844,Train1204
-0.246539,1.246539,Train14426
-2.3103702,3.3103702,Train11946
2.949973,-1.949973,Train1508
2.6140027,-1.6140026,Train8024
-2.7181053,3.7181053,Train8438
-0.24755526,1.2475553,Train21577
-6.3470526,7.3470526,Train12902
-6.100406,7.100406,Train11463
0.54712677,0.4528732,Train9732
-4.964578,5.964578,Train13365
-3.8096914,4.8096914,Train24384
-4.270532,5.270532,Train7062
-0.79721594,1.7972159,Train25733
-0.70072055,1.7007205,Train4829
-6.6632357,7.6632357,Train11909
3.576227,-2.576227,Train1340
-6.9932013,7.9932013,Train12090
3.5716393,-2.5716393,Train1888
2.8499565,-1.8499565,Train2792
1.9278605,-0.92786056,Train483
-3.0288563,4.0288563,Train25366
-3.5699587,4.5699587,Train8365
-3.1177769,4.117777,Train25893
2.680543,-1.6805431,Train5180
0.3988511,0.6011489,Train73
1.0553712,-0.05537111,Train3463
1.6308968,-0.63089675,Train1021
-1.1901803,2.1901803,Train7446
0.6173148,0.38268518,Train4338
0.8860174,0.11398264,Train542
1.3250132,-0.32501316,Train18792
-1.1100724,2.1100724,Train20251
-2.4618964,3.4618964,Train17557
-5.897857,6.897857,Train13214
-1.4259648,2.4259648,Train25920
-0.9332261,1.9332261,Train8345
-4.8790894,5.8790894,Train11063
3.4629774,-2.4629774,Train1448
-1.9965987,2.9965987,Train1094
-2.7502542,3.7502542,Train10017
2.7318888,-1.7318887,Train2947
2.321755,-1.3217548,Train2466
-3.3730855,4.3730855,Train15368
-1.159761,2.159761,Train15264
1.0112944,-0.0112943575,Train25617
-2.1918216,3.1918216,Train9253
-0.093946934,1.0939469,Train18730
2.0690308,-1.0690309,Train445
-1.9916174,2.9916174,Train2223
-5.089467,6.089467,Train14980
-4.5349236,5.5349236,Train22668
-1.9049945,2.9049945,Train13735
1.6417356,-0.64173555,Train378
-1.0521073,2.0521073,Train1961
-0.3018018,1.3018018,Train5371
1.1962835,-0.19628346,Train450
-3.8709068,4.870907,Train6746
-4.765967,5.765967,Train12951
0.21019089,0.7898091,Train3453
-6.3525133,7.3525133,Train12431
-2.1554923,3.1554923,Train20204
1.6150814,-0.6150814,Train3084
2.0603251,-1.060325,Train4086
-4.057853,5.057853,Train13942
-3.0805135,4.0805135,Train7841
-1.6690977,2.6690977,Train13734
3.575686,-2.575686,Train5319
-0.6862421,1.6862421,Train16628
-3.5852575,4.5852575,Train16457
-1.0766072,2.0766072,Train16321
-2.996814,3.996814,Train22872
-5.590418,6.590418,Train14173
-1.9664767,2.9664767,Train10357
-4.1517015,5.1517015,Train11385
-0.69856286,1.6985629,Train23603
-4.148584,5.148584,Train6991
-1.7296467,2.7296467,Train5572
-0.41928506,1.419285,Train16298
-2.6533449,3.6533449,Train16226
-0.8193251,1.8193251,Train2109
1.3048289,-0.30482885,Train105
-6.071756,7.071756,Train24596
-0.18741035,1.1874104,Train23580
-1.0743325,2.0743325,Train85
0.63929105,0.36070898,Train6669
5.4782467,-4.4782467,Train392
0.8512814,0.14871858,Train15256
-3.3559213,4.3559213,Train21304
-3.2822776,4.2822776,Train4895
-6.1779532,7.1779532,Train11906
-4.2225833,5.2225833,Train14804
-1.3518281,2.351828,Train21344
-4.9267483,5.9267483,Train11904
-0.35925496,1.359255,Train7085
-3.0967498,4.09675,Train25476
-4.5374374,5.5374374,Train11882
-0.32274163,1.3227416,Train11041
-3.0630407,4.0630407,Train4015
-6.219868,7.219868,Train12270
1.4256544,-0.42565444,Train925
0.7618963,0.2381037,Train24161
-0.66717196,1.667172,Train3692
-7.5086308,8.508631,Train16727
-1.3056467,2.3056467,Train676
0.48192328,0.5180767,Train3959
-5.69246,6.69246,Train13250
-4.6079793,5.6079793,Train12966
-5.3722177,6.3722177,Train19398
0.88474613,0.11525384,Train1906
-3.378868,4.378868,Train16480
-1.2949486,2.2949486,Train25735
-1.10215,2.10215,Train16638
-4.58023,5.58023,Train24516
-0.99033046,1.9903305,Train15673
-0.8196635,1.8196635,Train4752
-6.95955,7.95955,Train12441
0.25218123,0.74781877,Train1721
-6.516586,7.516586,Train11718
-0.34732223,1.3473222,Train8769
-1.5264206,2.5264206,Train7895
-3.9187942,4.918794,Train11735
-1.4111845,2.4111845,Train17083
-4.563639,5.563639,Train7387
-1.6334257,2.6334257,Train4930
5.956783,-4.956783,Train3433
-3.7318664,4.7318664,Train12822
-2.900865,3.900865,Train7911
0.024548411,0.9754516,Train23364
2.7889597,-1.7889597,Train3061
2.6082234,-1.6082233,Train9715
1.2637405,-0.2637406,Train19604
-5.8806396,6.8806396,Train12028
-2.2491887,3.2491887,Train338
0.9052205,0.09477949,Train3062
-0.13597786,1.1359779,Train2357
-3.1167827,4.1167827,Train13481
-5.8397574,6.8397574,Train22365
-5.911567,6.911567,Train12089
-4.236187,5.236187,Train21983
-2.746038,3.746038,Train8451
-5.517501,6.517501,Train13740
-0.58698654,1.5869865,Train505
-0.51261914,1.5126191,Train1684
-1.648274,2.648274,Train25318
-3.8527098,4.85271,Train16855
-0.20058906,1.2005891,Train4248
-1.5711167,2.5711167,Train6288
2.708084,-1.7080841,Train3547
-4.4478025,5.4478025,Train25561
0.6492859,0.3507141,Train16181
-3.5746508,4.574651,Train25219
-4.0762095,5.0762095,Train20281
1.0073733,-0.0073732985,Train18387
-2.7352743,3.7352743,Train2799
-2.904347,3.904347,Train14640
0.2655257,0.7344743,Train4616
-5.0143166,6.0143166,Train12442
-1.6163175,2.6163175,Train23708
-1.4733005,2.4733005,Train2146
0.24163127,0.75836873,Train18512
0.6962748,0.30372518,Train19860
0.42525434,0.57474566,Train23130
-1.9200451,2.9200451,Train19057
-4.721248,5.721248,Train21862
-3.466456,4.466456,Train15941
-4.4644346,5.4644346,Train6737
2.0555842,-1.0555842,Train3902
3.6198835,-2.6198835,Train2773
0.8234187,0.17658132,Train11097
-6.1489296,7.1489296,Train13710
-5.5142365,6.5142365,Train11590
-4.570401,5.570401,Train16686
1.0850575,-0.08505756,Train3973
-0.52551425,1.5255142,Train886
-1.5577412,2.5577412,Train20186
0.51339966,0.48660034,Train15096
-0.43599594,1.4359959,Train2159
0.6865924,0.3134076,Train390
-0.1934104,1.1934104,Train14695
-4.538705,5.538705,Train23178
1.2981253,-0.29812533,Train8252
1.2062786,-0.20627853,Train1493
0.44259793,0.5574021,Train5674
-3.449666,4.449666,Train7742
-5.5536976,6.5536976,Train21845
0.1352089,0.8647911,Train2986
-0.8316021,1.8316021,Train6676
-1.6670787,2.6670787,Train24673
1.4821298,-0.48212975,Train2654
0.15301943,0.8469806,Train15662
-5.57697,6.57697,Train14567
0.34693456,0.65306544,Train375
1.091317,-0.09131711,Train9839
-4.9466715,5.9466715,Train22171
1.5846627,-0.5846626,Train456
-4.639902,5.639902,Train5247
0.4464057,0.5535943,Train3338
-1.6829095,2.6829095,Train4112
-7.624815,8.624815,Train7755
-4.2072325,5.2072325,Train20414
3.712772,-2.712772,Train1265
-4.6587286,5.6587286,Train13984
2.1550953,-1.1550953,Train694
-3.7274756,4.7274756,Train12894
0.53243285,0.46756715,Train11191
1.8928416,-0.8928416,Train8679
-6.0543222,7.0543222,Train16730
-6.468249,7.468249,Train11861
-4.471545,5.471545,Train17022
0.18002266,0.81997734,Train473
0.21084666,0.78915334,Train16644
3.797314,-2.797314,Train476
3.0146627,-2.0146627,Train2533
-0.40159392,1.4015939,Train10582
-1.2012119,2.201212,Train25776
0.48800385,0.51199615,Train6801
1.1920667,-0.19206673,Train3228
-1.8761718,2.8761718,Train25470
-5.0004053,6.0004053,Train4920
-2.4222686,3.4222686,Train7672
0.58683264,0.41316736,Train7607
-3.6120725,4.6120725,Train4346
0.9053916,0.09460842,Train1088
-2.2027843,3.2027843,Train17485
-0.21227264,1.2122726,Train332
-1.3176134,2.3176134,Train7416
-4.697124,5.697124,Train18344
-1.2667689,2.266769,Train25276
-5.1130357,6.1130357,Train11711
-0.4156425,1.4156425,Train360
-3.637432,4.637432,Train8037
0.3473969,0.6526031,Train1319
4.008358,-3.008358,Train3506
0.48552704,0.51447296,Train23971
-3.6435509,4.643551,Train7327
-2.7093995,3.7093995,Train7425
-1.2494924,2.2494924,Train17397
-4.2290783,5.2290783,Train23886
-0.24200523,1.2420052,Train16534
-5.4499335,6.4499335,Train23647
-0.70074403,1.700744,Train7676
-3.3011875,4.3011875,Train5495
-3.7555032,4.755503,Train7573
-3.4632626,4.4632626,Train24347
-2.599451,3.599451,Train21849
-5.04753,6.04753,Train25015
-4.060989,5.060989,Train17606
0.821006,0.178994,Train9624
-2.606149,3.606149,Train7855
0.5180472,0.4819528,Train25195
2.5962317,-1.5962317,Train25315
-0.23437548,1.2343755,Train4711
-8.52771,9.52771,Train11971
3.1699576,-2.1699576,Train5292
1.9373498,-0.93734974,Train2240
0.4730466,0.5269534,Train21377
-0.49299085,1.4929909,Train20783
-5.2312107,6.2312107,Train13037
1.8913972,-0.8913973,Train6802
-0.8451761,1.8451761,Train10643
-0.8429011,1.8429011,Train15572
-3.8075032,4.807503,Train22941
-1.625917,2.625917,Train14592
-4.3579903,5.3579903,Train24644
2.074038,-1.074038,Train9438
-4.582839,5.582839,Train8841
1.0546614,-0.05466137,Train15921
1.0172553,-0.01725531,Train11171
-2.4410176,3.4410176,Train1044
2.4438899,-1.4438899,Train23325
3.552519,-2.552519,Train2515
-2.128309,3.128309,Train18459
-0.98537946,1.9853795,Train20049
-5.758848,6.758848,Train24079
-0.47888446,1.4788845,Train5880
-5.241006,6.241006,Train7060
-5.634704,6.634704,Train19994
-1.8021414,2.8021414,Train20416
3.0736814,-2.0736814,Train603
-1.0840178,2.0840178,Train1964
-0.43021286,1.4302129,Train10964
-4.0438247,5.0438247,Train7960
-3.262146,4.262146,Train10832
-1.545233,2.545233,Train1748
-6.0230575,7.0230575,Train21853
-2.7683842,3.7683842,Train8532
-3.609579,4.609579,Train21012
0.4154572,0.5845428,Train10245
-1.3123689,2.3123689,Train25690
-0.82584643,1.8258464,Train23195
-3.7209249,4.720925,Train4758
5.042349,-4.042349,Train3526
-5.5065317,6.5065317,Train14042
-1.1255653,2.1255653,Train24430
-3.6886544,4.6886544,Train21257
-1.5799401,2.57994,Train7447
-2.0153923,3.0153923,Train20896
-6.5561748,7.5561748,Train14074
-5.4155703,6.4155703,Train12689
0.79648453,0.20351548,Train3583
-1.2793899,2.2793899,Train17353
1.5773548,-0.5773548,Train4115
-1.0929525,2.0929525,Train10889
-6.2647038,7.2647038,Train12502
1.2611083,-0.26110825,Train3934
-1.1844378,2.1844378,Train16108
-0.18396819,1.1839682,Train4204
0.6516795,0.34832045,Train2295
1.2890706,-0.28907055,Train1732
-4.27567,5.27567,Train23196
-5.66754,6.66754,Train21677
-3.7695074,4.7695074,Train11565
-5.256706,6.256706,Train11692
-0.43914962,1.4391496,Train24064
-2.8109524,3.8109524,Train23706
-1.6712675,2.6712675,Train18659
0.8157459,0.1842541,Train2145
-0.33724034,1.3372403,Train5831
1.1604834,-0.16048335,Train18440
-0.91595066,1.9159507,Train23128
-2.9875948,3.9875948,Train23818
-2.908478,3.908478,Train25172
-3.6163392,4.616339,Train18622
-1.4400151,2.440015,Train9184
-3.0031943,4.0031943,Train18948
0.44164735,0.55835265,Train13
2.7582273,-1.7582273,Train3555
-5.771244,6.771244,Train10330
-0.47023153,1.4702315,Train16391
2.0044992,-1.0044992,Train2485
-4.50479,5.50479,Train9048
-3.3627167,4.3627167,Train2439
-3.360333,4.360333,Train15207
1.70871,-0.70870996,Train14877
-6.260214,7.260214,Train13789
-3.6336489,4.633649,Train14986
-2.478889,3.478889,Train11916
-6.2581735,7.2581735,Train22231
-5.695876,6.695876,Train12539
-4.446473,5.446473,Train25272
-0.52066636,1.5206664,Train4589
-0.5510335,1.5510335,Train24143
-3.9221182,4.922118,Train7252
-1.6228721,2.622872,Train1631
-6.865423,7.865423,Train8046
-1.7196085,2.7196085,Train16286
1.7226586,-0.7226587,Train856
-3.026422,4.026422,Train23817
-6.2807403,7.2807403,Train11547
-2.4928353,3.4928353,Train2023
-1.3524168,2.3524168,Train8531
-4.1484723,5.1484723,Train21137
-4.5969157,5.5969157,Train13245
-3.1204896,4.1204896,Train20799
0.88401264,0.11598735,Train1934
0.9587672,0.041232854,Train2803
2.117269,-1.1172689,Train1829
-3.174982,4.174982,Train17522
1.7231665,-0.7231665,Train23628
-4.637954,5.637954,Train16807
-3.016355,4.016355,Train1955
-0.7160711,1.7160711,Train2027
-0.71840703,1.718407,Train920
-6.0159173,7.0159173,Train21819
-5.3894725,6.3894725,Train12532
-1.4061899,2.40619,Train4180
-1.0325513,2.0325513,Train1568
-0.17512906,1.175129,Train8938
-1.5031247,2.5031247,Train7248
0.95446277,0.045537263,Train2693
0.583644,0.41635603,Train3026
-2.541896,3.541896,Train3124
-1.264631,2.264631,Train16484
-4.6317444,5.6317444,Train7009
-2.780571,3.780571,Train22854
-0.94207704,1.942077,Train1296
-0.97441125,1.9744112,Train15471
-3.943534,4.943534,Train17254
-5.7469034,6.7469034,Train15855
-1.7736409,2.7736409,Train7824
3.29755,-2.29755,Train4444
-3.8458452,4.845845,Train12519
-7.91088,8.91088,Train14708
-0.39097536,1.3909754,Train115
-0.8179151,1.8179151,Train15755
-2.6749716,3.6749716,Train16618
1.4661713,-0.46617126,Train1812
-6.2173815,7.2173815,Train23716
-1.8542767,2.8542767,Train3805
-3.142496,4.142496,Train3630
-1.8647656,2.8647656,Train11217
1.1258136,-0.12581363,Train18724
0.021208465,0.97879153,Train4268
-4.754248,5.754248,Train17005
-5.299739,6.299739,Train19274
-2.970835,3.970835,Train16741
-2.0833142,3.0833142,Train22831
-5.8852067,6.8852067,Train7584
-5.5424213,6.5424213,Train4668
-1.5250137,2.5250137,Train16133
-0.4725716,1.4725716,Train3863
-1.6485875,2.6485875,Train24368
-0.3700992,1.3700992,Train16931
6.045261,-5.045261,Train3406
-0.6277007,1.6277007,Train1918
-0.008269668,1.0082697,Train10075
2.1431184,-1.1431183,Train9
-3.7023811,4.702381,Train15152
-3.18251,4.18251,Train20121
1.1242603,-0.12426036,Train6723
-2.2536328,3.2536328,Train23842
-4.835964,5.835964,Train13848
-0.6447805,1.6447805,Train6579
1.1424357,-0.1424357,Train2258
-2.1283178,3.1283178,Train23710
-2.7461743,3.7461743,Train21011
-0.3980795,1.3980795,Train10191
-5.825331,6.825331,Train13772
0.6553726,0.3446274,Train25829
-3.1113763,4.1113763,Train22841
-0.94776034,1.9477603,Train20239
-1.4378712,2.4378712,Train7956
-4.936948,5.936948,Train7991
3.1533186,-2.1533186,Train3569
-5.303463,6.303463,Train7135
-5.932815,6.932815,Train13938
-4.3179717,5.3179717,Train17467
1.2270298,-0.22702974,Train9543
-1.7355728,2.7355728,Train1709
1.4381634,-0.43816343,Train24493
-5.8683457,6.8683457,Train4662
-2.0259073,3.0259073,Train7125
-3.7171454,4.7171454,Train7909
-4.824635,5.824635,Train7615
3.9049897,-2.9049897,Train3510
-4.758507,5.758507,Train7016
-3.3686566,4.3686566,Train10248
-5.875874,6.875874,Train12743
-4.5666037,5.5666037,Train18363
-3.4229503,4.4229503,Train23164
-3.027677,4.027677,Train25365
-4.0243454,5.0243454,Train25138
-0.48558915,1.4855891,Train7916
-4.6354275,5.6354275,Train14156
0.1182034,0.8817966,Train4987
-4.643321,5.643321,Train10997
-1.7525904,2.7525904,Train7502
-1.2384763,2.2384763,Train4213
-0.01791501,1.017915,Train2699
2.7572494,-1.7572495,Train2572
-0.9576756,1.9576756,Train18914
3.9433115,-2.9433115,Train2631
2.1726933,-1.1726931,Train1334
-4.72941,5.72941,Train7883
0.68111145,0.31888857,Train859
-0.6014348,1.6014348,Train9210
-1.768625,2.768625,Train19347
-1.3405964,2.3405964,Train4724
-4.295806,5.295806,Train11465
-4.725045,5.725045,Train17979
1.48351,-0.48351002,Train18423
2.3546762,-1.3546761,Train4660
1.7888765,-0.7888765,Train4441
0.741118,0.258882,Train15960
-7.4413843,8.441384,Train14268
3.2547522,-2.2547522,Train3334
-4.41105,5.41105,Train7182
-5.829326,6.829326,Train13682
-1.736958,2.736958,Train7990
-0.17840385,1.1784039,Train8038
-2.0528138,3.0528138,Train4430
-0.55754745,1.5575475,Train1003
-5.023182,6.023182,Train24739
1.6029172,-0.6029172,Train2437
-5.2863197,6.2863197,Train22930
1.5982685,-0.5982685,Train2091
-3.7547517,4.7547517,Train20140
-3.813313,4.813313,Train19667
-0.9904622,1.9904622,Train17533
1.7220509,-0.72205096,Train15224
0.1774177,0.8225823,Train8850
-1.8569615,2.8569615,Train5921
0.030138075,0.9698619,Train93
1.0032045,-0.003204465,Train17506
3.2563426,-2.2563426,Train18575
-2.7423537,3.7423537,Train14798
0.732766,0.26723403,Train2477
-4.9181385,5.9181385,Train22631
0.20939887,0.79060113,Train19122
-1.1280746,2.1280746,Train15771
-0.5626029,1.5626029,Train11185
4.7764177,-3.776418,Train2512
1.9413528,-0.94135284,Train2989
0.066854656,0.93314534,Train4576
-0.8675871,1.8675871,Train8078
0.23819047,0.7618095,Train16251
-4.577971,5.577971,Train23878
-3.9098287,4.9098287,Train19386
-2.5284421,3.5284421,Train8317
-5.216199,6.216199,Train12710
-2.1613622,3.1613622,Train10980
0.119321406,0.8806786,Train9519
-1.8608105,2.8608105,Train15236
-3.4360547,4.4360547,Train23749
2.064568,-1.0645682,Train753
-6.0144086,7.0144086,Train22301
-4.346927,5.346927,Train12096
-0.89458764,1.8945876,Train854
1.7018545,-0.7018544,Train469
1.9215868,-0.92158675,Train3600
-5.073246,6.073246,Train21748
0.75656426,0.24343574,Train11347
-3.290587,4.290587,Train12760
-6.1556096,7.1556096,Train13977
0.9877889,0.012211086,Train5945
-3.6936617,4.6936617,Train12007
-6.1808085,7.1808085,Train13628
-3.4656835,4.4656835,Train12216
1.5002861,-0.5002861,Train4741
-1.3764315,2.3764315,Train4538
-1.6102705,2.6102705,Train25509
-4.5396514,5.5396514,Train16222
-3.3412428,4.341243,Train7117
-2.378601,3.378601,Train17512
-2.90986,3.90986,Train14983
0.499803,0.500197,Train3803
-5.992934,6.992934,Train8051
-0.55815256,1.5581526,Train7459
-0.7655852,1.7655852,Train20745
-2.6389925,3.6389925,Train18373
0.7865031,0.21349694,Train625
-1.4333627,2.4333627,Train3010
-0.13315582,1.1331558,Train4411
1.1372108,-0.13721079,Train1771
-2.23228,3.23228,Train11151
-4.763802,5.763802,Train14098
-2.2679513,3.2679513,Train16008
-1.9628863,2.9628863,Train17573
-3.546914,4.546914,Train24153
-0.61880326,1.6188033,Train7955
-4.856331,5.856331,Train7246
-6.3989363,7.3989363,Train22889
-2.1709778,3.1709778,Train11094
-5.6363263,6.6363263,Train6994
0.772772,0.22722797,Train2076
0.80437714,0.19562288,Train2044
-2.4062524,3.4062524,Train25296
-6.0904827,7.0904827,Train22406
-0.3363763,1.3363763,Train8933
-2.4145975,3.4145975,Train5811
2.0794144,-1.0794144,Train10067
3.2239275,-2.2239275,Train379
-1.0578415,2.0578415,Train16244
-2.4907386,3.4907386,Train4649
-5.3538284,6.3538284,Train11953
1.6588285,-0.6588285,Train438
-5.580209,6.580209,Train14626
-4.3949847,5.3949847,Train7617
-0.1741333,1.1741333,Train23173
-4.6870494,5.6870494,Train15187
0.2649237,0.7350763,Train2066
-0.8972671,1.8972671,Train9023
-0.49745905,1.497459,Train8134
5.5053205,-4.5053205,Train3409
-0.34097373,1.3409737,Train8852
0.109798074,0.8902019,Train6761
-1.9858394,2.9858394,Train8853
2.4390368,-1.4390367,Train2658
-5.6061406,6.6061406,Train24984
-3.9854722,4.985472,Train20157
-1.7991319,2.7991319,Train24428
-1.262191,2.262191,Train18917
-4.157424,5.157424,Train9872
-2.1420684,3.1420684,Train14304
-3.9684715,4.9684715,Train13862
3.324304,-2.324304,Train4285
1.3386207,-0.33862072,Train1357
0.047331035,0.95266896,Train15335
-3.659389,4.659389,Train11584
-2.3451698,3.3451698,Train16738
-2.9742095,3.9742095,Train14899
-4.548035,5.548035,Train24114
-5.7364306,6.7364306,Train12594
4.0367384,-3.0367386,Train3194
2.828328,-1.8283279,Train8126
-3.6979232,4.697923,Train9040
-2.4032617,3.4032617,Train18023
-2.6281102,3.6281102,Train14711
-2.949036,3.949036,Train4715
-3.129355,4.129355,Train24449
-6.0495863,7.0495863,Train11903
-0.011010408,1.0110104,Train8658
-5.8811464,6.8811464,Train22804
-1.88745,2.88745,Train20547
4.5917363,-3.5917363,Train3182
-6.285784,7.285784,Train25136
-2.694648,3.694648,Train9666
-5.312249,6.312249,Train21640
-4.811157,5.811157,Train14227
-2.486149,3.486149,Train16416
-3.5138125,4.5138125,Train7362
1.2595216,-0.25952163,Train2582
0.32184786,0.67815214,Train17985
-4.0375776,5.0375776,Train14160
-2.1432223,3.1432223,Train25594
-0.80087566,1.8008757,Train2543
-1.9739487,2.9739487,Train4898
-4.752702,5.752702,Train14429
4.786977,-3.786977,Train3305
-1.5651474,2.5651474,Train13925
-2.9034767,3.9034767,Train4886
-5.118055,6.118055,Train7124
-2.2633255,3.2633255,Train17800
-7.2700796,8.27008,Train11859
2.727529,-1.727529,Train2833
1.0708616,-0.07086157,Train23275
-2.5042768,3.5042768,Train8894
-4.0495696,5.0495696,Train7974
-5.5534725,6.5534725,Train13855
-2.2252908,3.2252908,Train9773
-3.0755897,4.0755897,Train18744
-5.063546,6.063546,Train7474
-1.1089618,2.1089618,Train4705
-2.7350166,3.7350166,Train13339
-5.015749,6.015749,Train23914
-7.167509,8.167509,Train12842
-2.7497993,3.7497993,Train5558
-4.3964767,5.3964767,Train21923
-1.7087424,2.7087424,Train16115
-2.2335734,3.2335734,Train16936
0.9813107,0.018689277,Train23899
-3.3004808,4.300481,Train16364
-4.120189,5.120189,Train3057
-5.511733,6.511733,Train24734
-0.7927737,1.7927737,Train5251
0.3480894,0.6519106,Train25246
2.5330148,-1.5330147,Train1147
-6.4750514,7.4750514,Train22953
-2.265099,3.265099,Train7871
