crystallizable,non-crystallizable,Label
2.9169517,-1.9169517,Train2947
2.2700915,-1.2700914,Train2466
-2.4064786,3.4064786,Train15368
-0.56002307,1.5600231,Train15264
1.1575338,-0.15753376,Train25617
-0.11376619,1.1137662,Train9253
-2.2230299,3.2230299,Train18730
1.6679838,-0.66798383,Train445
-1.9056408,2.9056408,Train2223
-3.3925843,4.3925843,Train14980
-3.223999,4.223999,Train22668
-3.8060112,4.806011,Train13735
1.8196237,-0.8196237,Train378
-1.5795503,2.5795503,Train1961
-0.0019003153,1.0019003,Train5371
1.6668577,-0.6668578,Train450
-1.6363063,2.6363063,Train6746
-4.3177814,5.3177814,Train12951
2.96528,-1.9652802,Train3453
-4.58027,5.58027,Train12431
-2.6403058,3.6403058,Train20204
2.0587687,-1.0587689,Train3084
0.9878872,0.012112811,Train4086
-4.3035913,5.3035913,Train13942
0.10848582,0.8915142,Train7841
-1.9601707,2.9601707,Train13734
2.3293557,-1.3293557,Train5319
-1.3602245,2.3602245,Train16628
-1.1753256,2.1753256,Train16457
-0.87807226,1.8780723,Train16321
-2.4418104,3.4418104,Train22872
-3.7396674,4.7396674,Train14173
-1.293195,2.293195,Train10357
-0.9582577,1.9582577,Train11385
-0.9961808,1.9961808,Train23603
-2.7304251,3.7304251,Train6991
-0.14250398,1.142504,Train5572
0.09985179,0.9001482,Train16298
-1.9057517,2.9057517,Train16226
-0.2444005,1.2444005,Train2109
1.1631637,-0.1631636,Train105
-3.8445644,4.8445644,Train24596
-1.4993281,2.4993281,Train23580
2.3411195,-1.3411195,Train85
0.6859187,0.31408128,Train6669
2.8387394,-1.8387394,Train392
-0.8393903,1.8393903,Train15256
-3.0947695,4.0947695,Train21304
-1.3922677,2.3922677,Train4895
-4.943283,5.943283,Train11906
-1.961946,2.961946,Train14804
2.0235043,-1.0235044,Train21344
-2.7595372,3.7595372,Train11904
-1.943248,2.943248,Train7085
-0.2598771,1.2598771,Train25476
-3.097918,4.097918,Train11882
-2.1785622,3.1785622,Train11041
-1.0073085,2.0073085,Train4015
-3.65977,4.65977,Train12270
1.3660891,-0.36608905,Train925
2.3631938,-1.3631938,Train24161
-0.46989214,1.4698921,Train3692
-4.3736777,5.3736777,Train16727
-0.6688832,1.6688832,Train676
0.25371635,0.74628365,Train3959
-4.427914,5.427914,Train13250
-3.4546247,4.4546247,Train12966
-1.9576056,2.9576056,Train19398
1.8804024,-0.88040245,Train1906
-1.9351971,2.935197,Train16480
0.18688929,0.8131107,Train25735
-1.7092645,2.7092645,Train16638
-2.362845,3.362845,Train24516
0.9324794,0.06752059,Train15673
-2.2663395,3.2663395,Train4752
-3.3865685,4.3865685,Train12441
1.4848455,-0.4848455,Train1721
-4.18465,5.18465,Train11718
0.7177038,0.28229615,Train8769
-2.8872688,3.8872688,Train7895
-2.3191879,3.3191879,Train11735
0.8323897,0.1676103,Train17083
-1.1373978,2.1373978,Train7387
-0.12008011,1.1200801,Train4930
3.1992505,-2.1992505,Train3433
-2.5916684,3.5916684,Train12822
-0.4863304,1.4863304,Train7911
-0.5486518,1.5486518,Train23364
1.670211,-0.67021096,Train3061
0.7822038,0.2177962,Train9715
-1.1231203,2.1231203,Train19604
-3.618009,4.618009,Train12028
1.6113663,-0.61136633,Train338
-1.2679904,2.2679904,Train3062
0.25404537,0.74595463,Train2357
-2.1727335,3.1727335,Train13481
-4.0675755,5.0675755,Train22365
-4.1098437,5.1098437,Train12089
-3.3929563,4.3929563,Train21983
-2.076582,3.076582,Train8451
-3.5705595,4.5705595,Train13740
0.20481062,0.7951894,Train505
-0.8976557,1.8976557,Train1684
-2.1534727,3.1534727,Train25318
0.3985598,0.6014402,Train16855
-0.4957471,1.4957471,Train4248
-1.518244,2.518244,Train6288
3.0990567,-2.0990567,Train3547
-1.029078,2.029078,Train25561
1.1280317,-0.12803176,Train16181
-1.3467145,2.3467145,Train25219
-2.2203908,3.2203908,Train20281
-1.1179671,2.1179671,Train18387
-2.9906495,3.9906495,Train2799
-2.1444108,3.1444108,Train14640
0.4131015,0.5868985,Train4616
-3.1547418,4.154742,Train12442
-0.6678798,1.6678798,Train23708
-0.28335226,1.2833523,Train2146
-0.066073656,1.0660737,Train18512
-0.77698314,1.7769831,Train19860
0.82748705,0.17251295,Train23130
-1.6442943,2.6442943,Train19057
-4.2629504,5.2629504,Train21862
-1.9380453,2.9380453,Train15941
-1.8088889,2.808889,Train6737
1.9470077,-0.94700766,Train3902
2.983355,-1.983355,Train2773
1.0730834,-0.073083416,Train11097
-4.3484764,5.3484764,Train13710
-4.0737696,5.0737696,Train11590
-2.1066008,3.1066008,Train16686
1.1641774,-0.16417736,Train3973
0.7425515,0.2574485,Train886
0.0043367743,0.9956632,Train20186
-0.50199354,1.5019935,Train15096
-1.2232385,2.2232385,Train2159
1.1179291,-0.11792905,Train390
0.20048183,0.79951817,Train14695
-2.0195324,3.0195324,Train23178
0.86659753,0.13340247,Train8252
1.860528,-0.86052793,Train1493
-1.3520977,2.3520977,Train5674
-4.5464253,5.5464253,Train7742
-4.206876,5.206876,Train21845
3.5310495,-2.5310495,Train2986
0.036181808,0.9638182,Train6676
-1.1806474,2.1806474,Train24673
0.0626446,0.9373554,Train2654
-0.8326024,1.8326024,Train15662
-5.0001698,6.0001698,Train14567
0.56429064,0.4357094,Train375
0.2849447,0.7150553,Train9839
-3.5768833,4.5768833,Train22171
1.4716959,-0.47169593,Train456
-2.5928183,3.5928183,Train5247
2.0480068,-1.0480068,Train3338
-1.342186,2.342186,Train4112
-2.9093647,3.9093647,Train7755
-2.1502573,3.1502573,Train20414
1.34051,-0.34051,Train1265
-2.31731,3.31731,Train13984
1.0765291,-0.07652909,Train694
-2.6323972,3.6323972,Train12894
0.7903772,0.20962282,Train11191
-1.1746225,2.1746225,Train8679
-4.6762815,5.6762815,Train16730
-4.7997017,5.7997017,Train11861
-1.6697257,2.6697257,Train17022
0.89774513,0.10225488,Train473
-2.0584881,3.0584881,Train16644
2.8615108,-1.8615109,Train476
2.5503511,-1.550351,Train2533
-0.2586472,1.2586472,Train10582
-0.75876224,1.7587622,Train25776
0.858371,0.14162898,Train6801
-1.2310481,2.231048,Train3228
-1.7619183,2.7619183,Train25470
-3.2155018,4.215502,Train4920
-0.11128354,1.1112835,Train7672
-1.4244461,2.424446,Train7607
-0.9733789,1.9733789,Train4346
0.021250963,0.97874904,Train1088
-1.365432,2.365432,Train17485
3.3768075,-2.3768075,Train332
-1.2181425,2.2181425,Train7416
-1.8885717,2.8885717,Train18344
0.55898285,0.44101718,Train25276
-3.4874086,4.4874086,Train11711
-0.058560967,1.058561,Train360
-1.9617796,2.9617796,Train8037
0.4153883,0.5846117,Train1319
2.4161725,-1.4161724,Train3506
0.8390249,0.16097511,Train23971
-3.43012,4.43012,Train7327
-2.394989,3.394989,Train7425
-2.162875,3.162875,Train17397
-4.009333,5.009333,Train23886
0.7396849,0.26031512,Train16534
-3.6818218,4.681822,Train23647
-1.6805038,2.6805038,Train7676
-1.7412794,2.7412794,Train5495
-2.7565224,3.7565224,Train7573
-1.3519216,2.3519216,Train24347
-2.003802,3.003802,Train21849
-5.460011,6.460011,Train25015
-1.2769215,2.2769215,Train17606
0.7457148,0.25428525,Train9624
-1.3331392,2.3331392,Train7855
1.0031068,-0.003106773,Train25195
1.1632658,-0.16326578,Train25315
-2.88475,3.88475,Train4711
-4.3326507,5.3326507,Train11971
1.1500853,-0.15008533,Train5292
1.1443157,-0.14431575,Train2240
-0.06612992,1.0661299,Train21377
-1.1868882,2.1868882,Train20783
-3.5670452,4.567045,Train13037
1.5146319,-0.51463187,Train6802
-0.75701594,1.757016,Train10643
-0.16888058,1.1688806,Train15572
-3.0616817,4.0616817,Train22941
0.27059853,0.72940147,Train14592
-4.4181004,5.4181004,Train24644
1.6658278,-0.6658277,Train9438
-2.9887018,3.9887018,Train8841
1.6038358,-0.6038359,Train15921
1.2198935,-0.21989352,Train11171
-1.0893672,2.0893672,Train1044
0.32870543,0.67129457,Train23325
4.2276664,-3.2276664,Train2515
1.3331118,-0.3331117,Train18459
-1.3189456,2.3189456,Train20049
-3.9357486,4.9357486,Train24079
1.3175702,-0.31757024,Train5880
-3.6450224,4.6450224,Train7060
-1.4808793,2.4808793,Train19994
-0.9155178,1.9155178,Train20416
2.183012,-1.183012,Train603
-1.9780974,2.9780974,Train1964
-1.399636,2.399636,Train10964
-2.230882,3.230882,Train7960
-0.9956062,1.9956062,Train10832
-0.5232204,1.5232204,Train1748
-4.45426,5.45426,Train21853
-2.9226668,3.9226668,Train8532
-3.7444644,4.7444644,Train21012
-0.3268845,1.3268845,Train10245
-2.018916,3.018916,Train25690
-0.9014299,1.9014299,Train23195
-2.9835472,3.9835472,Train4758
3.0374568,-2.0374568,Train3526
-2.9606032,3.9606032,Train14042
-1.209131,2.209131,Train24430
-2.9777331,3.9777331,Train21257
-0.8687763,1.8687763,Train7447
-1.9142411,2.914241,Train20896
-3.9148555,4.9148555,Train14074
-3.2852979,4.285298,Train12689
0.350573,0.649427,Train3583
0.35634917,0.6436508,Train17353
-0.13490152,1.1349015,Train4115
-1.3455589,2.345559,Train10889
-3.21493,4.21493,Train12502
-0.24533296,1.245333,Train3934
-1.4302297,2.4302297,Train16108
-1.6084666,2.6084666,Train4204
-0.75211,1.75211,Train2295
1.7835674,-0.7835674,Train1732
-0.95118344,1.9511834,Train23196
-4.4145193,5.4145193,Train21677
-5.0055103,6.0055103,Train11565
-3.7561412,4.756141,Train11692
1.208663,-0.20866302,Train24064
-2.8734033,3.8734033,Train23706
-1.6600182,2.6600182,Train18659
-1.131984,2.131984,Train2145
-0.935933,1.935933,Train5831
1.0064875,-0.006487437,Train18440
-0.29618728,1.2961873,Train23128
-2.5313108,3.5313108,Train23818
0.47007638,0.5299236,Train25172
-3.4193945,4.4193945,Train18622
-0.9204066,1.9204066,Train9184
-0.5043498,1.5043498,Train18948
1.7719346,-0.7719346,Train13
1.0854477,-0.08544765,Train3555
-1.0234313,2.0234313,Train10330
1.3083763,-0.30837625,Train16391
2.1810699,-1.18107,Train2485
-1.3933253,2.3933253,Train9048
-1.5185947,2.5185947,Train2439
-0.82454014,1.8245401,Train15207
0.6645638,0.33543625,Train14877
-4.4157414,5.4157414,Train13789
-2.1400738,3.1400738,Train14986
-2.5599227,3.5599227,Train11916
-5.1173425,6.1173425,Train22231
-3.9825335,4.9825335,Train12539
-3.0691957,4.0691957,Train25272
0.49911577,0.50088423,Train4589
0.9814948,0.018505223,Train24143
-3.2720122,4.272012,Train7252
0.30227184,0.69772816,Train1631
-4.4189234,5.4189234,Train8046
-0.42435217,1.4243522,Train16286
1.4518443,-0.4518443,Train856
-2.141191,3.141191,Train23817
-3.2045636,4.2045636,Train11547
0.2508487,0.7491513,Train2023
-0.57827115,1.5782712,Train8531
-1.6286569,2.6286569,Train21137
-2.0635312,3.0635312,Train13245
-1.7118447,2.7118447,Train20799
2.2157748,-1.2157748,Train1934
1.3904936,-0.39049366,Train2803
0.6418264,0.3581736,Train1829
-0.93531406,1.935314,Train17522
-1.190093,2.190093,Train23628
-2.048184,3.048184,Train16807
-2.1874888,3.1874888,Train1955
0.5799211,0.42007887,Train2027
1.5313003,-0.53130025,Train920
-4.427938,5.427938,Train21819
-4.33155,5.33155,Train12532
0.7209453,0.2790547,Train4180
1.5469735,-0.5469735,Train1568
0.42149496,0.57850504,Train8938
-1.1338079,2.133808,Train7248
1.7517754,-0.7517754,Train2693
2.0367002,-1.0367004,Train3026
1.9669874,-0.96698743,Train3124
-0.17745817,1.1774582,Train16484
-0.75861657,1.7586166,Train7009
-2.9415305,3.9415305,Train22854
1.6735986,-0.67359865,Train1296
-0.5194206,1.5194206,Train15471
-1.6625268,2.6625268,Train17254
-4.5383267,5.5383267,Train15855
-1.0172477,2.0172477,Train7824
1.0800792,-0.08007925,Train4444
-2.128794,3.128794,Train12519
-3.2078152,4.207815,Train14708
-0.57211685,1.5721169,Train115
-1.4735787,2.4735787,Train15755
-0.15307117,1.1530712,Train16618
0.6354186,0.3645814,Train1812
-3.2874908,4.287491,Train23716
-1.0871599,2.0871599,Train3805
-2.3745468,3.3745468,Train3630
-2.3383863,3.3383863,Train11217
1.2615752,-0.2615752,Train18724
0.32938814,0.67061186,Train4268
-2.6148336,3.6148336,Train17005
-2.6055367,3.6055367,Train19274
-2.130889,3.130889,Train16741
-1.4029903,2.4029903,Train22831
-0.9709383,1.9709383,Train7584
-2.9145885,3.9145885,Train4668
-0.4576683,1.4576683,Train16133
-0.55849326,1.5584933,Train3863
-0.3493688,1.3493688,Train24368
0.09259665,0.90740335,Train16931
3.0031192,-2.0031192,Train3406
0.21909612,0.7809039,Train1918
0.49345148,0.5065485,Train10075
1.765825,-0.76582503,Train9
-1.5043287,2.5043287,Train15152
-1.0815575,2.0815575,Train20121
0.47405183,0.52594817,Train6723
-2.3042996,3.3042996,Train23842
-4.398475,5.398475,Train13848
0.58127177,0.41872826,Train6579
0.1740812,0.8259188,Train2258
-1.6110222,2.6110222,Train23710
-3.488059,4.488059,Train21011
-2.232338,3.232338,Train10191
-4.6107745,5.6107745,Train13772
0.9113406,0.088659376,Train25829
-2.9874177,3.9874177,Train22841
-0.6949258,1.6949258,Train20239
-3.43259,4.43259,Train7956
-1.3487725,2.3487725,Train7991
3.279894,-2.279894,Train3569
-3.857318,4.857318,Train7135
-4.2888236,5.2888236,Train13938
-1.7810426,2.7810426,Train17467
0.05448389,0.9455161,Train9543
0.4775082,0.5224918,Train1709
1.3821213,-0.38212138,Train24493
-4.961215,5.961215,Train4662
-1.6021702,2.6021702,Train7125
0.10422355,0.89577645,Train7909
-2.0544329,3.0544329,Train7615
2.2336683,-1.2336684,Train3510
-3.1521764,4.1521764,Train7016
-2.497296,3.497296,Train10248
-3.6472034,4.6472034,Train12743
-3.1487608,4.148761,Train18363
-3.2469559,4.246956,Train23164
-1.9583092,2.9583092,Train25365
-1.4629276,2.4629276,Train25138
-0.6170292,1.6170292,Train7916
-3.1198387,4.1198387,Train14156
-1.8435125,2.8435125,Train4987
-0.44388497,1.443885,Train10997
-0.004950762,1.0049508,Train7502
-2.3003342,3.3003342,Train4213
2.529947,-1.529947,Train2699
1.1352935,-0.13529351,Train2572
-0.37128317,1.3712832,Train18914
3.385017,-2.385017,Train2631
1.6787097,-0.67870975,Train1334
-1.6295085,2.6295085,Train7883
0.6896631,0.3103369,Train859
-1.1739349,2.173935,Train9210
-0.38936996,1.38937,Train19347
-1.3659301,2.36593,Train4724
-3.7231755,4.7231755,Train11465
-2.0163476,3.0163476,Train17979
-1.463387,2.463387,Train18423
2.4334373,-1.4334375,Train4660
0.3398484,0.6601516,Train4441
-0.10376215,1.1037621,Train15960
-5.2857537,6.2857537,Train14268
0.9074445,0.09255552,Train3334
-1.1545305,2.1545305,Train7182
-4.2571893,5.2571893,Train13682
0.34940457,0.6505954,Train7990
-0.87407386,1.8740739,Train8038
1.1779479,-0.17794785,Train4430
1.0114301,-0.011430193,Train1003
-3.7106562,4.710656,Train24739
-0.52600956,1.5260096,Train2437
-4.0984817,5.0984817,Train22930
1.8017805,-0.8017805,Train2091
1.2464275,-0.24642757,Train20140
-2.9887302,3.9887302,Train19667
-0.60275996,1.60276,Train17533
1.4538593,-0.45385936,Train15224
1.0705957,-0.07059578,Train8850
-2.7685387,3.7685387,Train5921
0.48260224,0.51739776,Train93
0.83909106,0.16090894,Train17506
2.436818,-1.4368179,Train18575
-1.3937516,2.3937516,Train14798
3.6982718,-2.6982718,Train2477
-4.397127,5.397127,Train22631
1.9897748,-0.9897748,Train19122
-0.889133,1.889133,Train15771
-0.41612303,1.416123,Train11185
2.0458622,-1.0458622,Train2512
3.7888718,-2.7888718,Train2989
1.5625377,-0.56253767,Train4576
0.14014137,0.85985863,Train8078
0.10529238,0.8947076,Train16251
-2.6651545,3.6651545,Train23878
-3.150074,4.150074,Train19386
-1.531435,2.531435,Train8317
-4.422604,5.422604,Train12710
-1.2486,2.2486,Train10980
-0.6608902,1.6608902,Train9519
-1.5375218,2.5375218,Train15236
-0.5332403,1.5332403,Train23749
-0.3566271,1.3566271,Train753
-4.400352,5.400352,Train22301
-4.191063,5.191063,Train12096
1.0573475,-0.057347573,Train854
3.1764286,-2.1764286,Train469
-0.17212248,1.1721225,Train3600
-3.4074926,4.4074926,Train21748
0.5374304,0.4625696,Train11347
-2.8551333,3.8551333,Train12760
-4.3889656,5.3889656,Train13977
2.1285367,-1.1285366,Train5945
-3.5236025,4.5236025,Train12007
-4.1040344,5.1040344,Train13628
-1.6129429,2.612943,Train12216
0.9635348,0.036465224,Train4741
-0.39351344,1.3935134,Train4538
1.54513,-0.5451301,Train25509
-1.9112022,2.9112022,Train16222
-3.2241488,4.2241488,Train7117
-0.042485356,1.0424854,Train17512
-3.768045,4.768045,Train14983
1.4613911,-0.4613911,Train3803
-2.7313123,3.7313123,Train8051
-1.1917477,2.1917477,Train7459
0.4644109,0.5355891,Train20745
-0.58873904,1.588739,Train18373
1.8820001,-0.8820001,Train625
1.2701269,-0.27012697,Train3010
0.7555909,0.2444091,Train4411
2.2087395,-1.2087395,Train1771
0.51288044,0.4871196,Train11151
-4.6320825,5.6320825,Train14098
-1.1022573,2.1022573,Train16008
-1.5215957,2.5215957,Train17573
-2.3175766,3.3175766,Train24153
-1.6348064,2.6348064,Train7955
-2.163118,3.163118,Train7246
-4.7341957,5.7341957,Train22889
-1.8433878,2.8433878,Train11094
-3.0735655,4.0735655,Train6994
1.0439504,-0.043950394,Train2076
0.79616964,0.20383038,Train2044
-2.7209942,3.7209942,Train25296
-4.0801907,5.0801907,Train22406
0.8776574,0.12234258,Train8933
-3.0829558,4.082956,Train5811
0.8982549,0.10174512,Train10067
2.8192372,-1.8192374,Train379
-1.090178,2.090178,Train16244
-1.8620379,2.862038,Train4649
-5.057622,6.057622,Train11953
1.6476597,-0.64765966,Train438
-3.098343,4.098343,Train14626
-0.4488263,1.4488263,Train7617
-1.7043736,2.7043736,Train23173
-1.6254005,2.6254005,Train15187
0.4291398,0.5708602,Train2066
-0.749539,1.749539,Train9023
1.4603792,-0.4603792,Train8134
3.1210876,-2.1210876,Train3409
-0.06626475,1.0662647,Train8852
-0.3841865,1.3841865,Train6761
-2.2816148,3.2816148,Train8853
1.8973207,-0.89732075,Train2658
-3.4754066,4.4754066,Train24984
-1.8317673,2.8317673,Train20157
-0.50033903,1.500339,Train24428
-1.5424933,2.5424933,Train18917
-2.1889799,3.1889799,Train9872
-2.667552,3.667552,Train14304
-4.1359434,5.1359434,Train13862
0.94030976,0.05969025,Train4285
-0.39072657,1.3907266,Train1357
1.3958554,-0.39585537,Train15335
-3.1734538,4.173454,Train11584
0.16235137,0.83764863,Train16738
-1.5283489,2.528349,Train14899
-1.4692276,2.4692276,Train24114
-4.7072024,5.7072024,Train12594
4.2265253,-3.226525,Train3194
2.1078794,-1.1078794,Train8126
-3.0363827,4.0363827,Train9040
-1.126914,2.126914,Train18023
-1.2894526,2.2894526,Train14711
-3.6659713,4.6659713,Train4715
-2.0192785,3.0192785,Train24449
-3.6764412,4.676441,Train11903
1.5602008,-0.5602008,Train8658
-3.6719184,4.6719184,Train22804
-0.9090854,1.9090854,Train20547
3.4137025,-2.4137025,Train3182
-4.218632,5.218632,Train25136
-2.3334465,3.3334465,Train9666
-3.2802253,4.2802253,Train21640
-2.7969885,3.7969885,Train14227
-0.2746693,1.2746693,Train16416
-1.349082,2.349082,Train7362
0.34672797,0.65327203,Train2582
0.009187818,0.9908122,Train17985
-2.3848355,3.3848355,Train14160
-3.5420504,4.5420504,Train25594
0.8257017,0.17429826,Train2543
-0.19014478,1.1901448,Train4898
-4.7910705,5.7910705,Train14429
2.690065,-1.6900648,Train3305
-1.2888355,2.2888355,Train13925
-0.65592146,1.6559215,Train4886
-4.025161,5.025161,Train7124
-1.4030159,2.4030159,Train17800
-4.070783,5.070783,Train11859
2.2122126,-1.2122127,Train2833
-0.71834767,1.7183477,Train23275
-0.29431283,1.2943128,Train8894
-2.8691335,3.8691335,Train7974
-4.594357,5.594357,Train13855
-1.9536726,2.9536726,Train9773
-2.8696156,3.8696156,Train18744
-3.9243288,4.924329,Train7474
-1.3574486,2.3574486,Train4705
-2.249063,3.249063,Train13339
-3.307684,4.307684,Train23914
-5.0211673,6.0211673,Train12842
-1.0180242,2.0180242,Train5558
-4.0679603,5.0679603,Train21923
-1.1605892,2.1605892,Train16115
-1.072257,2.072257,Train16936
0.5044921,0.4955079,Train23899
-0.256222,1.256222,Train16364
-1.7793078,2.7793078,Train3057
-3.778606,4.778606,Train24734
